pathway,phnx_z_score,mean_path_score,sd_path_score
protein geranylgeranyltransferase activity,0,0,0
protein arginine deiminase activity,0,0,0
protein kinase activity,-1.015747794,0.043666202,0.022531382
protein serine threonine kinase activity,-0.903245869,0.031080432,0.018500424
transmembrane receptor protein serine threonine kinase activity,-0.441274652,0.006246186,0.008738744
amp activated protein kinase activity,0,0,0
calmodulin dependent protein kinase activity,-0.203329696,0.002618122,0.004662978
cyclic nucleotide dependent protein kinase activity,0,0,0
camp dependent protein kinase activity,0,0,0
protein kinase c activity,0,0,0
g protein coupled receptor kinase activity,0,0,0
nf kappab inducing kinase activity,0,0,0
jun kinase kinase kinase activity,0,0,0
map kinase activity,0,0,0
map kinase kinase activity,0,0,0
map kinase kinase kinase activity,-0.276738498,0.002713604,0.004819004
ribosomal protein s6 kinase activity,0,0,0
protein serine threonine tyrosine kinase activity,-0.247973693,0.003168042,0.006444401
protein tyrosine kinase activity,-0.603654269,0.015651974,0.01317306
transmembrane receptor protein tyrosine kinase activity,-0.387942261,0.006708038,0.009300451
non membrane spanning protein tyrosine kinase activity,-0.362340098,0.005892448,0.007899893
protein lysine 6 oxidase activity,0,0,0
phosphoprotein phosphatase activity,-0.673678262,0.016151838,0.013228626
protein serine threonine phosphatase activity,-0.424410581,0.006631632,0.009098812
calcium dependent protein serine threonine phosphatase activity,0,0,0
protein tyrosine phosphatase activity,-0.555965026,0.012961122,0.012664685
non membrane spanning protein tyrosine phosphatase activity,0,0,0
pyruvate dehydrogenase activity,0,0,0
pyruvate dehydrogenase acetyl transferring kinase activity,0,0,0
nad retinol dehydrogenase activity,-0.290730971,0.003430822,0.007019624
ribose phosphate diphosphokinase activity,0,0,0
sphingomyelin phosphodiesterase activity,0,0,0
sterol esterase activity,-0.264021169,0.003024656,0.005926252
superoxide dismutase activity,0,0,0
thioredoxin disulfide reductase activity,0,0,0
triglyceride lipase activity,-0.272830116,0.003317242,0.006514098
enzyme inhibitor activity,-1.120363327,0.053304428,0.024049723
phospholipase inhibitor activity,-0.218060794,0.003287512,0.006500536
cyclin dependent protein serine threonine kinase inhibitor activity,0,0,0
camp dependent protein kinase inhibitor activity,0,0,0
protein serine threonine phosphatase inhibitor activity,-0.252610997,0.002756356,0.005408933
serine type endopeptidase inhibitor activity,-0.6961026,0.024473146,0.017473209
cysteine type endopeptidase inhibitor activity,-0.537711182,0.009402234,0.010288486
complement receptor activity,0,0,0
nuclear receptor activity,8.10721078,0.015712554,0.013492612
cytokine receptor activity,-0.657310483,0.01623464,0.014018702
ciliary neurotrophic factor receptor activity,-0.275555811,0.003176574,0.006483529
interferon receptor activity,0,0,0
interleukin 1 receptor activity,0,0,0
oncostatin m receptor activity,-0.273825172,0.003133572,0.006367464
g protein coupled receptor activity,-0.967490962,0.036319258,0.021064029
extracellularly atp gated cation channel activity,0,0,0
adrenergic receptor activity,-0.269507898,0.002758884,0.005338931
alpha adrenergic receptor activity,-0.294982084,0.00330859,0.006741392
dopamine neurotransmitter receptor activity,0,0,0
icosanoid receptor activity,-0.305665288,0.003179822,0.00575735
prostanoid receptor activity,-0.297688822,0.003410696,0.006687171
prostaglandin e receptor activity,0,0,0
histamine receptor activity,0,0,0
ionotropic glutamate receptor activity,-0.296709127,0.003116506,0.006391802
nmda glutamate receptor activity,0,0,0
melanocortin receptor activity,0,0,0
n formyl peptide receptor activity,0,0,0
neuropeptide y receptor activity,-0.237820863,0.002996278,0.006165473
olfactory receptor activity,0,0,0
g protein coupled opioid receptor activity,0,0,0
somatostatin receptor activity,0,0,0
vasopressin receptor activity,0,0,0
ephrin receptor activity,0,0,0
gpi linked ephrin receptor activity,0,0,0
fibroblast growth factor receptor activity,0,0,0
vascular endothelial growth factor receptor activity,0,0,0
transforming growth factor beta receptor activity,-0.365533654,0.0033064,0.006254964
transforming growth factor beta receptor activity type i,-0.344778622,0.003090396,0.006005001
neurotrophin receptor activity,-0.289479129,0.00350121,0.006671327
tumor necrosis factor receptor activity,0,0,0
death receptor activity,0,0,0
low density lipoprotein particle receptor activity,-0.455583339,0.006147438,0.008721649
netrin receptor activity,0,0,0
scavenger receptor activity,-0.250531011,0.00344759,0.006616307
signal recognition particle binding,0,0,0
signal sequence binding,0,0,0
nuclear export signal receptor activity,0,0,0
transmembrane receptor protein tyrosine kinase adaptor activity,-0.205158533,0.002756768,0.005297211
map kinase scaffold activity,0,0,0
protein kinase c binding,-0.212496925,0.003188384,0.00615719
guanyl nucleotide exchange factor activity,-0.493969463,0.009490134,0.010486749
gdp dissociation inhibitor activity,-0.166905404,0.002814756,0.005061286
gtpase inhibitor activity,0,0,0
gtpase activator activity,-0.568544833,0.012569376,0.011713018
signaling receptor binding,-2.050885149,0.275848094,0.049418708
fibroblast growth factor receptor binding,-0.280963968,0.002812124,0.005346323
type 1 fibroblast growth factor receptor binding,0,0,0
frizzled binding,-0.410747494,0.007075176,0.009312719
type 2 fibroblast growth factor receptor binding,0,0,0
notch binding,0,0,0
patched binding,0,0,0
type ii transforming growth factor beta receptor binding,0,0,0
death receptor binding,0,0,0
cytokine activity,-1.022139335,0.044637928,0.023302036
cytokine receptor binding,-0.338616047,0.045344722,0.02254684
ciliary neurotrophic factor receptor binding,-0.30695532,0.003543214,0.007014747
growth hormone receptor binding,0,0,0
type i interferon receptor binding,0,0,0
interleukin 2 receptor binding,3.071599005,0.002657014,0.005060226
interleukin 6 receptor binding,-0.236921,0.002704314,0.005547478
interleukin 12 receptor binding,0,0,0
interleukin 1 receptor binding,0,0,0
epidermal growth factor receptor binding,-0.561923587,0.011522572,0.010682186
insulin receptor binding,-0.391964929,0.00636748,0.009050504
insulin like growth factor receptor binding,-0.364089583,0.005864928,0.008363129
transforming growth factor beta receptor binding,0,0,0
platelet derived growth factor receptor binding,0,0,0
nerve growth factor receptor binding,0,0,0
tumor necrosis factor receptor binding,0,0,0
neurotrophin receptor binding,0,0,0
neurotrophin trk receptor binding,0,0,0
vascular endothelial growth factor receptor binding,0,0,0
integrin binding,-0.800599324,0.032075106,0.020403597
hormone activity,-0.91478389,0.037256788,0.021127163
neuropeptide hormone activity,-0.441446504,0.009140856,0.010241005
structural molecule activity,-1.718850885,0.118159604,0.036171028
structural constituent of cytoskeleton,-0.903739184,0.02942541,0.017743405
extracellular matrix structural constituent,-1.230502303,0.06540757,0.028931738
structural constituent of eye lens,0,0,0
transporter activity,-1.799052721,0.127855876,0.03531018
intracellular ligand gated ion channel activity,0,0,0
intracellular camp activated cation channel activity,0,0,0
intracellular cgmp activated cation channel activity,0,0,0
volume sensitive anion channel activity,-0.363683713,0.003109568,0.006193756
calcium activated cation channel activity,0,0,0
intracellular calcium activated chloride channel activity,-0.449211908,0.006171174,0.008424029
extracellular ligand gated ion channel activity,-0.35524101,0.006036122,0.007871056
excitatory extracellular ligand gated ion channel activity,-0.22553957,0.003531768,0.006702895
inhibitory extracellular ligand gated ion channel activity,0,0,0
inward rectifier potassium channel activity,0,0,0
gap junction channel activity,-0.17252324,0.002717112,0.005315875
voltage gated calcium channel activity,-0.325032589,0.006232816,0.008223225
calcium channel regulator activity,-0.12945661,0.00266869,0.004701884
voltage gated chloride channel activity,0,0,0
voltage gated sodium channel activity,0,0,0
voltage gated potassium channel activity,-0.253497426,0.002991472,0.005607442
delayed rectifier potassium channel activity,-0.252570598,0.003203612,0.006467942
anion channel activity,-0.563438565,0.012198552,0.011308335
cation channel activity,-0.72442179,0.023975116,0.015288215
potassium channel activity,-0.385423397,0.00611373,0.008857091
sodium channel activity,-0.168224333,0.002987316,0.005750155
amino acid proton symporter activity,0,0,0
amino acid sodium symporter activity,-0.32105685,0.006156508,0.008585732
l histidine transmembrane transporter activity,0,0,0
neutral amino acid sodium symporter activity,0,0,0
proline sodium symporter activity,0,0,0
dicarboxylic acid transmembrane transporter activity,-0.432602855,0.006082634,0.008073534
l glutamate transmembrane transporter activity,-0.294820887,0.003156142,0.005888803
inorganic phosphate transmembrane transporter activity,0,0,0
lipid transporter activity,-0.619375488,0.018582164,0.01456655
long chain fatty acid transporter activity,-0.416727334,0.008998248,0.010530262
neurotransmitter transmembrane transporter activity,0,0,0
gamma aminobutyric acid sodium chloride symporter activity,0,0,0
nucleoside transmembrane transporter activity,0,0,0
nucleotide sugar transmembrane transporter activity,0,0,0
organic acid transmembrane transporter activity,-0.718892439,0.024848774,0.017080127
organic acid sodium symporter activity,-0.324650087,0.006095434,0.008302582
oxygen carrier activity,-0.284385716,0.003043162,0.005777934
atp transmembrane transporter activity,0,0,0
carbohydrate proton symporter activity,0,0,0
fructose transmembrane transporter activity,-0.268435166,0.00288917,0.005622102
water transmembrane transporter activity,-0.40962385,0.009078136,0.010566123
copper ion transmembrane transporter activity,0,0,0
iron ion transmembrane transporter activity,-0.355556571,0.002934188,0.005842075
manganese ion transmembrane transporter activity,0,0,0
zinc ion transmembrane transporter activity,-0.187022617,0.002952628,0.005628346
p type calcium transporter activity,0,0,0
carbohydrate cation symporter activity,0,0,0
glucose sodium symporter activity,0,0,0
amino acid cation symporter activity,-0.265366779,0.005584842,0.008233291
sodium phosphate symporter activity,-0.252436142,0.003036166,0.005926909
monovalent cation proton antiporter activity,0,0,0
solute inorganic anion antiporter activity,-0.429590691,0.006497612,0.008653847
udp n acetylglucosamine transmembrane transporter activity,0,0,0
atp adp antiporter activity,0,0,0
snap receptor activity,0,0,0
steroid binding,4.262255651,0.028526146,0.01846296
vitamin d binding,-0.205409651,0.002656774,0.005436814
11 cis retinal binding,0,0,0
all trans retinal binding,0,0,0
fatty acid binding,-0.798870309,0.02841621,0.018033227
iron ion binding,-0.852202709,0.03665489,0.02101013
copper ion binding,-0.436012691,0.005917278,0.007791695
calcium ion binding,-1.529104324,0.103284452,0.032884252
calmodulin binding,-0.57072214,0.015315454,0.013220889
collagen binding,-0.636102243,0.02121057,0.015721639
insulin like growth factor binding,-0.542961595,0.009289346,0.010796981
lamin binding,0,0,0
profilin binding,0,0,0
tropomyosin binding,-0.429490508,0.00637486,0.00825364
macrolide binding,-0.415458183,0.00975237,0.010933399
fk506 binding,-0.159138012,0.002814738,0.005622403
glucose binding,0,0,0
mannose binding,0,0,0
glycosaminoglycan binding,-1.078823391,0.05242809,0.024481384
hyaluronic acid binding,-0.453455747,0.006073976,0.008638056
folic acid binding,-0.306941617,0.002914122,0.00564968
phospholipid binding,-0.656367019,0.02802644,0.018764563
calcium dependent phospholipid binding,-0.40499363,0.00960722,0.010783429
1 phosphatidylinositol binding,0,0,0
phosphatidylinositol 4 5 bisphosphate binding,-0.385758199,0.00924368,0.009989885
phosphatidylinositol 3 4 5 trisphosphate binding,0,0,0
phospholipid transporter activity,0,0,0
odorant binding,0,0,0
chemokine activity,-0.881806081,0.034337302,0.02036423
beta catenin binding,5.313264284,0.00888395,0.010002523
microtubule binding,-1.026331089,0.046569018,0.022447939
protein c terminus binding,-0.752357736,0.028637816,0.017767899
monocarboxylic acid transmembrane transporter activity,-0.472013409,0.00981058,0.011187352
high density lipoprotein particle binding,0,0,0
axon guidance receptor activity,0,0,0
enzyme activator activity,-0.924247068,0.034683952,0.019544506
calcium sensitive guanylate cyclase activator activity,0,0,0
chitin binding,-0.292895801,0.002894594,0.005683229
glutamate receptor activity,-0.30155924,0.003001198,0.005906627
translation termination factor activity,0,0,0
n acetyltransferase activity,-0.236626236,0.002570952,0.004652705
phosphoric diester hydrolase activity,-0.396104739,0.006745814,0.009128429
growth factor activity,-0.777383992,0.025047156,0.016850303
cytoskeletal protein binding,-1.639519434,0.117824668,0.034891119
cytoskeletal anchor activity,0,0,0
atp dependent activity acting on dna,-0.333992349,0.005671584,0.007549826
5s rrna binding,0,0,0
alcohol dehydrogenase nadpplus activity,0,0,0
ubiquinol cytochrome c reductase activity,0,0,0
acetylesterase activity,0,0,0
primary amine oxidase activity,-0.197031233,0.002740056,0.005126375
transcription factor binding,7.090546416,0.063662568,0.02666754
translation factor activity rna binding,-0.149801727,0.003421052,0.006348739
protein tyrosine serine threonine phosphatase activity,-0.280541442,0.003137742,0.006016017
nuclear localization sequence binding,0,0,0
camp response element binding protein binding,0,0,0
oxysterol binding,0,0,0
poly a binding,0,0,0
sulfotransferase activity,0,0,0
protein phosphatase 1 binding,-0.330186084,0.003462734,0.006489474
c methyltransferase activity,0,0,0
n methyltransferase activity,-0.493986656,0.010012326,0.010875448
o methyltransferase activity,0,0,0
s methyltransferase activity,0,0,0
rna methyltransferase activity,0,0,0
mrna methyltransferase activity,0,0,0
trna methyltransferase activity,0,0,0
adenylate cyclase binding,0,0,0
atp dependent activity acting on rna,0,0,0
poly pyrimidine tract binding,0,0,0
neuropeptide receptor activity,-0.422774594,0.006600196,0.008704866
eukaryotic initiation factor 4e binding,0,0,0
metalloendopeptidase inhibitor activity,-0.372365878,0.006545108,0.008795403
udp glycosyltransferase activity,-0.770633271,0.025212996,0.017393482
phosphatidate phosphatase activity,0,0,0
ferrous iron binding,-0.307317481,0.003412486,0.006841414
ferric iron binding,-0.325938376,0.005843416,0.007680642
heparin binding,-1.008709405,0.044453754,0.022091351
g protein coupled amine receptor activity,-0.506643969,0.009648436,0.010576334
peptidase activity,-1.380405534,0.078947278,0.028808402
cysteine type peptidase activity,-0.378902272,0.009499974,0.010556743
metalloexopeptidase activity,-0.470248871,0.009412564,0.010297875
metallopeptidase activity,-0.801043583,0.028812754,0.017780249
exopeptidase activity,-0.522492788,0.01216943,0.011290931
dipeptidyl peptidase activity,0,0,0
omega peptidase activity,-0.231270736,0.003043058,0.005807298
trna specific adenosine deaminase activity,0,0,0
nucleotidase activity,0,0,0
zinc ion binding,3.858263003,0.102130276,0.033253234
secondary active sulfate transmembrane transporter activity,-0.322426202,0.003289036,0.006572158
calcium potassium sodium antiporter activity,0,0,0
protein methyltransferase activity,-0.345866617,0.00634335,0.009232895
lipid binding,0.99123197,0.116464146,0.035173254
3 5 exodeoxyribonuclease activity,0,0,0
single stranded dna exodeoxyribonuclease activity,-0.245779336,0.003433294,0.006645367
dna binding bending,4.634634769,0.012418866,0.012052974
structural constituent of muscle,-0.373160588,0.006669708,0.00948575
voltage gated anion channel activity,0,0,0
single stranded dna 3 5 exodeoxyribonuclease activity,0,0,0
7s rna binding,0,0,0
protein prenyltransferase activity,0,0,0
protein transmembrane transporter activity,-0.177201263,0.002381774,0.004186054
cation transmembrane transporter activity,-1.074506307,0.061096878,0.02820819
methyl cpg binding,0,0,0
protein tyrosine threonine phosphatase activity,-0.28542417,0.003101032,0.005784486
high voltage gated calcium channel activity,0,0,0
map kinase kinase kinase kinase activity,0,0,0
rna polymerase ii ctd heptapeptide repeat kinase activity,-0.278164617,0.003095676,0.005808345
sialyltransferase activity,-0.254742805,0.002715392,0.005045842
o acyltransferase activity,0,0,0
acetylglucosaminyltransferase activity,-0.193975412,0.003334012,0.00667101
acetylgalactosaminyltransferase activity,-0.467802613,0.008575522,0.009310598
galactosyltransferase activity,-0.343798599,0.003521752,0.006665972
mechanosensitive ion channel activity,-0.40458547,0.003890772,0.006922572
arachidonic acid monooxygenase activity,-0.233231116,0.003179442,0.006300369
arachidonic acid epoxygenase activity,0,0,0
steroid hydroxylase activity,-0.242437007,0.003048712,0.006099366
retinoic acid 4 hydroxylase activity,-0.315554576,0.00307086,0.005643588
3 5 exonuclease activity,0,0,0
5 3 exonuclease activity,-0.279583863,0.003714884,0.006849051
coa transferase activity,0,0,0
fucosyltransferase activity,0,0,0
rna polymerase ii ctd heptapeptide repeat phosphatase activity,0,0,0
beta glucosidase activity,0,0,0
phosphatidylethanolamine binding,0,0,0
selenium binding,-0.18979371,0.002410626,0.004481845
jun kinase binding,0,0,0
phosphofructokinase activity,0,0,0
heparan sulfate glucosamine 3 sulfotransferase 1 activity,0,0,0
histone arginine n methyltransferase activity,0,0,0
palmitoyl protein hydrolase activity,0,0,0
sulfuric ester hydrolase activity,-0.302781968,0.003361652,0.006181517
translation activator activity,0,0,0
udp galactose beta n acetylglucosamine beta 1 3 galactosyltransferase activity,0,0,0
benzodiazepine receptor activity,0,0,0
monoamine transmembrane transporter activity,-0.276182106,0.002763614,0.004864957
bile acid sodium symporter activity,0,0,0
anion transmembrane transporter activity,-0.96051473,0.042136864,0.022779311
organic anion transmembrane transporter activity,-0.750672757,0.028493382,0.018734371
folic acid transmembrane transporter activity,-0.270788279,0.003275792,0.006114711
ammonium transmembrane transporter activity,0,0,0
phosphatidylcholine transporter activity,0,0,0
phosphatidylinositol transfer activity,0,0,0
taste receptor activity,0,0,0
