"pathway","phnx_z_score","mean_path_score","sd_path_score"
"inorganic diphosphate phosphatase activity",0,0,0
"1 phosphatidylinositol 4 kinase activity",0,0,0
"phosphatidylinositol 4 5 bisphosphate 5 phosphatase activity",-0.367282825871441,0.00738649,0.00922038756363023
"inositol polyphosphate 5 phosphatase activity",-0.304980187710558,0.00672386,0.00893126868485335
"isocitrate dehydrogenase nad p plus activity",0,0,0
"lactate dehydrogenase activity",-0.237175931291771,0.0066322,0.00823102069998169
"l lactate dehydrogenase activity",-0.196990050444436,0.00618506,0.00764028435245526
"leukotriene c4 synthase activity",-0.388208480084161,0.00764903,0.00991485296551368
"lipoprotein lipase activity",-0.428942746778331,0.01063596,0.0109011284958653
"long chain fatty acid coa ligase activity",-0.372488252542329,0.01045112,0.0113322231538572
"lysine n acetyltransferase activity acting on acetyl phosphate as donor",0,0,0
"monooxygenase activity",-0.970813665937942,0.06644126,0.0255571804049841
"n n dimethylaniline monooxygenase activity",-0.283287215749213,0.00667942,0.00822282076457054
"nuclease activity",-0.789437195879397,0.0355709,0.0199013931469226
"endonuclease activity",-0.582430394658196,0.02027934,0.0141293106875534
"endodeoxyribonuclease activity",-0.43308138446255,0.00992592,0.0101734227285426
"endoribonuclease activity",-0.371021593425831,0.01006367,0.0100362622175638
"rna dna hybrid ribonuclease activity",-0.315570932090995,0.00392356,0.00720459259328871
"ribonuclease p activity",0,0,0
"exonuclease activity",-0.533111464711067,0.01475225,0.0128720735798079
"phosphodiesterase i activity",-0.230929021384308,0.00338569,0.00604380511220942
"exodeoxyribonuclease activity",-0.386929702205118,0.00638285,0.00752811165283932
"deoxyribonuclease i activity",0,0,0
"exoribonuclease activity",-0.283190712523608,0.00676326,0.00887479669655651
"poly a specific ribonuclease activity",0,0,0
"deoxyribonuclease activity",-0.512646435512004,0.01378699,0.0125758993985028
"ribonuclease activity",-0.561367333212273,0.02024974,0.0144107779726131
"trna specific ribonuclease activity",0,0,0
"nucleoside diphosphate kinase activity",-0.336149435124454,0.0108747,0.0124191789834613
"dinucleotide phosphatase activity",-0.44209276924247,0.01067054,0.0111527270813511
"hydrolase activity hydrolyzing o glycosyl compounds",-0.816324504193277,0.04543752,0.0225737680362919
"beta n acetylhexosaminidase activity",-0.188395215170709,0.00330291,0.00558883620821226
"beta galactosidase activity",0,0,0
"chitinase activity",-0.313239133473596,0.00711283,0.00971407999459459
"mannosyl oligosaccharide 1 2 alpha mannosidase activity",-0.269148598686771,0.00374262,0.00654887303370765
"oligosaccharyl transferase activity",0,0,0
"dolichyl diphosphooligosaccharide protein glycotransferase activity",0,0,0
"peptide alpha n acetyltransferase activity",0,0,0
"glutathione peroxidase activity",-0.43955911738492,0.01398384,0.0128170245529601
"phospholipase activity",-1.02980052214128,0.067338,0.0287609098686559
"lysophospholipase activity",-0.355302355124377,0.00701248,0.00850678290309096
"phospholipase a2 activity",-0.605551040504731,0.02757196,0.0177391487776926
"phospholipase c activity",-0.552844395455995,0.02059417,0.0158709576729324
"phospholipase d activity",0,0,0
"1 4 alpha oligoglucan phosphorylase activity",0,0,0
"polynucleotide adenylyltransferase activity",0,0,0
"polypeptide n acetylgalactosaminyltransferase activity",-0.49464150475741,0.02410183,0.0164802789931629
"procollagen proline 4 dioxygenase activity",-0.300669015083528,0.00363046,0.0067531401579106
"prenyltransferase activity",-0.241730306260722,0.00416609,0.00792656092502267
"protein geranylgeranyltransferase activity",-0.188812719786478,0.00325141,0.0053037210688584
"protein arginine deiminase activity",-0.174136979534361,0.00321178,0.00552312324798432
"protein kinase activity",-1.97608281335461,0.29481893,0.0578917691236815
"protein serine threonine kinase activity",-1.50913205886442,0.16400074,0.0431709999249663
"transmembrane receptor protein serine threonine kinase activity",-0.537937898116274,0.02380823,0.0166714968984422
"amp activated protein kinase activity",-0.254839220848007,0.00393113,0.00746011541580519
"calmodulin dependent protein kinase activity",-0.163778810738919,0.00303052,0.00525415953454298
"cyclic nucleotide dependent protein kinase activity",-0.277040629352984,0.0068076,0.00829336839641876
"camp dependent protein kinase activity",-0.1610146785233,0.00355965,0.0065189708766093
"protein kinase c activity",0,0,0
"g protein coupled receptor kinase activity",-0.221333810296275,0.00345321,0.00652051305703423
"nf kappab inducing kinase activity",0,0,0
"jun kinase kinase kinase activity",-0.339520719286797,0.00751301,0.00972844899403595
"map kinase activity",0,0,0
"map kinase kinase activity",-0.189122522536585,0.0036717,0.00667133656572252
"map kinase kinase kinase activity",-0.485972149695512,0.01785185,0.0147783160094664
"ribosomal protein s6 kinase activity",0,0,0
"protein serine threonine tyrosine kinase activity",-0.493584026873353,0.0183588,0.0153951497339474
"protein tyrosine kinase activity",-1.29982384874419,0.12052861,0.038211800812846
"transmembrane receptor protein tyrosine kinase activity",-1.05626514751211,0.0702919,0.0270593989277416
"non membrane spanning protein tyrosine kinase activity",-0.532453520136711,0.02862821,0.018758839264384
"protein lysine 6 oxidase activity",-0.296790032923653,0.00760411,0.0100883104816738
"phosphoprotein phosphatase activity",-1.08773717240063,0.07902073,0.0293919623335485
"protein serine threonine phosphatase activity",-0.660507346668613,0.03085693,0.0177241480492927
"calcium dependent protein serine threonine phosphatase activity",0,0,0
"protein tyrosine phosphatase activity",-0.99881910753965,0.06148405,0.0254541085648892
"non membrane spanning protein tyrosine phosphatase activity",-0.391957137492633,0.01004404,0.0104196087003946
"pyruvate dehydrogenase activity",0,0,0
"pyruvate dehydrogenase acetyl transferring kinase activity",-0.257982501809248,0.00715444,0.00932016700023258
"nad retinol dehydrogenase activity",-0.552190379941202,0.0127881,0.0105364023194673
"ribose phosphate diphosphokinase activity",0,0,0
"sphingomyelin phosphodiesterase activity",-0.432684139865565,0.00672912,0.00787900384113736
"sterol esterase activity",-0.387247321113616,0.01042447,0.010702385204581
"superoxide dismutase activity",-0.206299615017678,0.00364836,0.00702066264096463
"thioredoxin disulfide reductase activity",0,0,0
"triglyceride lipase activity",-0.600120852547897,0.02351769,0.0153930495179098
"enzyme inhibitor activity",-1.74264813698971,0.19464887,0.0462507997393143
"phospholipase inhibitor activity",-0.463352742499786,0.01061008,0.0113090514404421
"cyclin dependent protein serine threonine kinase inhibitor activity",-0.11722324402477,0.00293357,0.00480766425369456
"camp dependent protein kinase inhibitor activity",-0.354913292410539,0.00703754,0.00819225445249529
"protein serine threonine phosphatase inhibitor activity",-0.229879604841631,0.00336985,0.00591548780909394
"serine type endopeptidase inhibitor activity",-0.875370746640348,0.06198774,0.0287395256199214
"cysteine type endopeptidase inhibitor activity",-0.943573654304243,0.05022013,0.0233581447505034
"complement receptor activity",-0.376170439767153,0.01101242,0.0116500913860023
"nuclear receptor activity",15.9233281604467,0.04907367,0.0228988768130601
"cytokine receptor activity",-1.14238955415338,0.08074775,0.0298214824147682
"ciliary neurotrophic factor receptor activity",-0.407636128295896,0.01053408,0.0110247342864022
"interferon receptor activity",0,0,0
"interleukin 1 receptor activity",-0.405648705057366,0.01093643,0.0115529273027933
"oncostatin m receptor activity",-0.408193787915396,0.01075905,0.0115608079782392
"g protein coupled receptor activity",-1.57684875665399,0.15991621,0.0415171142595289
"extracellularly atp gated cation channel activity",-0.24794964673216,0.00336638,0.00571236950190133
"adrenergic receptor activity",-0.40342589420728,0.00701369,0.00858569082881021
"alpha adrenergic receptor activity",-0.225846930159319,0.00300105,0.00500803796271274
"dopamine neurotransmitter receptor activity",0,0,0
"icosanoid receptor activity",-0.450943231038828,0.01463436,0.0135590459710738
"prostanoid receptor activity",-0.423396021199096,0.01376342,0.0123841976246025
"prostaglandin e receptor activity",-0.324233145353068,0.00691792,0.00878355603310946
"histamine receptor activity",0,0,0
"ionotropic glutamate receptor activity",-0.369988684073707,0.00665289,0.00817022284767443
"nmda glutamate receptor activity",0,0,0
"melanocortin receptor activity",0,0,0
"n formyl peptide receptor activity",-0.142458821748581,0.00284681,0.00468072100987065
"neuropeptide y receptor activity",-0.242519637450405,0.00348584,0.006291614221599
"olfactory receptor activity",-0.258343856293918,0.00393065,0.00700868224998555
"g protein coupled opioid receptor activity",0,0,0
"somatostatin receptor activity",0,0,0
"vasopressin receptor activity",-0.252227849235212,0.00386267,0.00786063079874691
"ephrin receptor activity",-0.447476084437718,0.01347608,0.0123717896721932
"gpi linked ephrin receptor activity",-0.400355574260912,0.01090741,0.0119329174042836
"fibroblast growth factor receptor activity",-0.420629274291881,0.01064764,0.011310767677807
"vascular endothelial growth factor receptor activity",-0.331429054434916,0.00769567,0.0105472648013919
"transforming growth factor beta receptor activity",-0.545891512685582,0.02034055,0.0138499130766934
"transforming growth factor beta receptor activity type i",-0.319591410822085,0.00635547,0.00771444386962113
"neurotrophin receptor activity",-0.234307923122024,0.00305005,0.00507900024951458
"tumor necrosis factor receptor activity",-0.334918189991956,0.0070082,0.00877288868684789
"death receptor activity",-0.380743900006291,0.0104621,0.0111416098850958
"low density lipoprotein particle receptor activity",-0.498385507525061,0.01760897,0.0138627024576002
"netrin receptor activity",0,0,0
"scavenger receptor activity",-0.720121917926023,0.03105628,0.0181584252256342
"signal recognition particle binding",0,0,0
"signal sequence binding",-0.278658865423062,0.00596792,0.00734920095540773
"nuclear export signal receptor activity",0,0,0
"transmembrane receptor protein tyrosine kinase adaptor activity",-0.496336867227698,0.01686598,0.0138333064766075
"map kinase scaffold activity",-0.192556493785293,0.00380005,0.00732278601609901
"protein kinase c binding",-0.6132460843254,0.02475988,0.017578391897697
"guanyl nucleotide exchange factor activity",-1.16100822127625,0.07049643,0.0271801951284302
"gdp dissociation inhibitor activity",-0.350574322454051,0.00692495,0.00851445701757359
"gtpase inhibitor activity",0,0,0
"gtpase activator activity",-1.08019434089521,0.09124986,0.0325773415650709
"signaling receptor binding",-2.80383471275734,0.99943175,0.101941369332328
"fibroblast growth factor receptor binding",-0.326904805360566,0.01026586,0.0108467662201815
"type 1 fibroblast growth factor receptor binding",0,0,0
"frizzled binding",-0.753114462602782,0.04113405,0.0229235406532163
"type 2 fibroblast growth factor receptor binding",0,0,0
"notch binding",-0.340682499896761,0.0071998,0.0091281471779219
"patched binding",-0.25002499354684,0.00388959,0.007517608433206
"type ii transforming growth factor beta receptor binding",-0.566760763422593,0.02094961,0.0150850421408321
"death receptor binding",-0.323837526386614,0.00633612,0.00736826280333961
"cytokine activity",-1.55897490457768,0.17647844,0.0461639502911022
"cytokine receptor binding",-1.17805274625412,0.17340053,0.0435044442305003
"ciliary neurotrophic factor receptor binding",-0.342104223096318,0.00956876,0.0103148682821331
"growth hormone receptor binding",-0.12595735042962,0.00298741,0.00498113050060205
"type i interferon receptor binding",0,0,0
"interleukin 2 receptor binding",2.07091784165047,0.00383796,0.00727312291056217
"interleukin 6 receptor binding",-0.256572882651359,0.003192,0.00523048260647076
"interleukin 12 receptor binding",-0.282931364487759,0.00349392,0.00602237932540604
"interleukin 1 receptor binding",-0.204479042468076,0.003506,0.00668039122010885
"epidermal growth factor receptor binding",-0.678139917433043,0.03130286,0.0191890488459335
"insulin receptor binding",-0.710115647420579,0.02401916,0.016306020071604
"insulin like growth factor receptor binding",-0.489891941694773,0.01674527,0.013809718887385
"transforming growth factor beta receptor binding",-0.586723009740292,0.02331164,0.0146604783811145
"platelet derived growth factor receptor binding",-0.328913644243173,0.00999806,0.0106047896189469
"nerve growth factor receptor binding",-0.227372332955744,0.00367362,0.00687691408921042
"tumor necrosis factor receptor binding",-0.345637474807879,0.00746016,0.0098373592212186
"neurotrophin receptor binding",-0.319599692291491,0.0096208,0.00960826957617744
"neurotrophin trk receptor binding",-0.284258920750352,0.00739503,0.0103955576563778
"vascular endothelial growth factor receptor binding",-0.367978007013388,0.00674149,0.00918938071175807
"integrin binding",-1.2666362813808,0.11757279,0.0379136384342699
"hormone activity",-1.10082169761612,0.09993967,0.0348918177059716
"neuropeptide hormone activity",-0.492035431727052,0.02302908,0.0157287046846112
"structural molecule activity",-2.73243447718657,0.46094914,0.0687881599977216
"structural constituent of cytoskeleton",-1.12340348736105,0.07590128,0.0272308928574372
"extracellular matrix structural constituent",-2.04585080043254,0.24829186,0.0506253241820482
"structural constituent of eye lens",-0.301620604090053,0.00621566,0.00784316445203359
"transporter activity",-2.86646057790135,0.53981494,0.0796400068293062
"intracellular ligand gated ion channel activity",-0.502009697955418,0.01705756,0.0144171716791072
"intracellular camp activated cation channel activity",-0.405531490570466,0.00688819,0.0087001628283832
"intracellular cgmp activated cation channel activity",-0.435908562373139,0.0082101,0.0111264159932887
"volume sensitive anion channel activity",-0.383771671669644,0.0078722,0.0102722537670615
"calcium activated cation channel activity",-0.40880430804952,0.00968673,0.0102658653966328
"intracellular calcium activated chloride channel activity",-0.431226842955409,0.01359464,0.0123244646914282
"extracellular ligand gated ion channel activity",-0.68548745012946,0.0296672,0.0178226457649847
"excitatory extracellular ligand gated ion channel activity",-0.681449956605015,0.02550039,0.0171404956252279
"inhibitory extracellular ligand gated ion channel activity",-0.398094745257641,0.01096301,0.0112862831110524
"inward rectifier potassium channel activity",-0.556892284124385,0.0171758,0.0139987574298278
"gap junction channel activity",-0.363870981206573,0.00984795,0.010135323206514
"voltage gated calcium channel activity",-0.565305988548191,0.02749219,0.0187017123720046
"calcium channel regulator activity",-0.637005319107322,0.02378288,0.015577389548184
"voltage gated chloride channel activity",-0.340025176426343,0.0074792,0.00970281093498581
"voltage gated sodium channel activity",-0.54901640773978,0.01735088,0.0135531104263951
"voltage gated potassium channel activity",-0.896719104683528,0.04975668,0.0245190270678571
"delayed rectifier potassium channel activity",-0.461253054856943,0.01430723,0.0132838795005929
"anion channel activity",-0.867599989206706,0.05113497,0.024440952355692
"cation channel activity",-1.8069180748788,0.16793541,0.0399162590726964
"potassium channel activity",-0.997696752834417,0.05568975,0.0243658706224481
"sodium channel activity",-0.754830146589746,0.03056647,0.0182643341184583
"amino acid proton symporter activity",0,0,0
"amino acid sodium symporter activity",-0.465177586414557,0.01019557,0.010975528806863
"l histidine transmembrane transporter activity",-0.251756632766712,0.00351979,0.00635450983920027
"neutral amino acid sodium symporter activity",0,0,0
"proline sodium symporter activity",0,0,0
"dicarboxylic acid transmembrane transporter activity",-0.535833800854191,0.01453704,0.0134688031783271
"l glutamate transmembrane transporter activity",-0.259223983936373,0.00359369,0.00657226995021484
"inorganic phosphate transmembrane transporter activity",-0.212088939134569,0.0034051,0.00605925045051317
"lipid transporter activity",-1.1163537659424,0.08962287,0.0306290631546668
"long chain fatty acid transporter activity",-0.546863415123146,0.02317552,0.015498422029368
"neurotransmitter transmembrane transporter activity",-0.356155437674693,0.01022038,0.0114567393007964
"gamma aminobutyric acid sodium chloride symporter activity",-0.282317240218921,0.00351951,0.0066574396892749
"nucleoside transmembrane transporter activity",-0.223041450167376,0.00331606,0.00549700514895295
"nucleotide sugar transmembrane transporter activity",0,0,0
"organic acid transmembrane transporter activity",-1.0294278632049,0.08330284,0.0316805491338336
"organic acid sodium symporter activity",-0.496055172932335,0.01043342,0.0107718259813992
"oxygen carrier activity",-0.410170005065651,0.01426542,0.0137392299056534
"atp transmembrane transporter activity",0,0,0
"carbohydrate proton symporter activity",-0.223036748352358,0.00359804,0.00671656133380031
"fructose transmembrane transporter activity",-0.265057539011903,0.0037833,0.00676570078589413
"water transmembrane transporter activity",-0.577392734674295,0.01703194,0.0136682357190584
"copper ion transmembrane transporter activity",0,0,0
"iron ion transmembrane transporter activity",-0.247795802426397,0.00361055,0.00670128381409219
"manganese ion transmembrane transporter activity",-0.232911604604353,0.00345442,0.0062874497064567
"zinc ion transmembrane transporter activity",-0.241284891876826,0.00324017,0.00534708157632439
"p type calcium transporter activity",-0.316700740172165,0.00696348,0.00844166009383698
"carbohydrate cation symporter activity",-0.234747395080944,0.0035236,0.0060643910425891
"glucose sodium symporter activity",0,0,0
"amino acid cation symporter activity",-0.488209027790237,0.01062766,0.0113428054066614
"sodium phosphate symporter activity",-0.201697585661454,0.00332208,0.00655476363618495
"monovalent cation proton antiporter activity",-0.421699086461882,0.01311099,0.0107683183240912
"solute inorganic anion antiporter activity",-0.436212457347996,0.01406501,0.0131014369345274
"udp n acetylglucosamine transmembrane transporter activity",0,0,0
"atp adp antiporter activity",0,0,0
"snap receptor activity",-0.1375169622009,0.0035102,0.00669153815843949
"steroid binding",5.58545845198554,0.0604249,0.0257141112470264
"vitamin d binding",-0.164571771528796,0.0031702,0.00565224516549147
"11 cis retinal binding",0,0,0
"all trans retinal binding",0,0,0
"fatty acid binding",-0.79958071224771,0.04969691,0.0252343630742173
