gene,influence
RFX3,2.27E-02
SOX10,2.24E-02
MYC,2.22E-02
NFATC4,2.21E-02
NKX3-1,2.20E-02
NFE2,2.19E-02
BACH2,2.17E-02
HOXC13,2.15E-02
NKX2-5,2.15E-02
GCM2,2.14E-02
HEY1,2.11E-02
JUND,2.11E-02
SOX9,2.10E-02
HOXC10,2.05E-02
NFATC1,2.05E-02
NR1D1 /// THRA,2.05E-02
GFI1,2.03E-02
GATA4,2.02E-02
TFEC,2.01E-02
FOXD2,2.00E-02
FOXH1,1.99E-02
HOXA1,1.97E-02
MYB,1.96E-02
POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4,1.95E-02
BHLHE40,1.91E-02
RORC,1.91E-02
FOXC1,1.90E-02
MYBL2,1.89E-02
ELF4,1.85E-02
NKX2-2,1.83E-02
POU3F2,1.83E-02
SOX21,1.82E-02
ARNT,1.80E-02
ELF5,1.80E-02
POU1F1,1.79E-02
PBX1,1.77E-02
ZFHX3,1.77E-02
FOS,1.76E-02
SOX5,1.75E-02
CEBPG,1.73E-02
AIRE,1.71E-02
HSF4,1.71E-02
CREB3L1,1.70E-02
POU4F3,1.70E-02
FOXB1,1.69E-02
PHOX2A,1.68E-02
ESRRG,1.67E-02
LEF1,1.65E-02
FOXG1,1.62E-02
SOX14,1.61E-02
ONECUT1,1.58E-02
ETV2,1.55E-02
GATA6,1.53E-02
POU2F3,1.53E-02
POU3F4,1.50E-02
HNF1A,1.44E-02
HOXB7,1.43E-02
MNX1,1.43E-02
MSX2,1.41E-02
PAX2,1.41E-02
TEF,1.41E-02
E2F5,1.40E-02
HOXA7,1.37E-02
HOXB8,1.37E-02
DBP,1.36E-02
OVOL1,1.36E-02
GSC2,1.34E-02
PITX1,1.34E-02
CEBPE,1.33E-02
BARX2,1.32E-02
FOXD1,1.31E-02
NANOG,1.31E-02
XBP1,1.30E-02
PAX6,1.29E-02
PHOX2B,1.29E-02
MEOX2,1.26E-02
HOXA2,1.25E-02
ISL1,1.25E-02
PRRX2,1.21E-02
BARX1,1.20E-02
GATA3,1.20E-02
LHX2,1.20E-02
SPDEF,1.20E-02
ALX4,1.19E-02
EN2,1.19E-02
HOXC8,1.19E-02
EMX1,1.17E-02
IRX5,1.16E-02
CRX,1.15E-02
VAX2,1.12E-02
PROX1,1.11E-02
DMRT1,1.09E-02
MEOX1,1.09E-02
SHOX2,1.09E-02
HOXB6,1.08E-02
DLX5,1.05E-02
HOXB3,1.05E-02
OLIG2,1.03E-02
HOXA5,1.02E-02
DLX2,1.00E-02
NFIL3,1.00E-02
HOXB2,9.86E-03
GBX2,9.73E-03
HOXD11,9.67E-03
TBX19,9.61E-03
ATF7,9.38E-03
EMX2,9.22E-03
ALX3,8.98E-03
HLF,8.10E-03
EN1,8.03E-03
CUX2,6.28E-03
MYBL1,6.06E-03
PAX3,5.61E-03
PAX4,5.59E-03
KDM4B,4.81E-03
CDC20,4.63E-03
CCAR2,4.61E-03
YES1,4.59E-03
CEP72,4.55E-03
TNFRSF4,4.55E-03
GDPD5,4.54E-03
ZBED2,4.53E-03
FASTKD2,4.48E-03
MICALL1,4.47E-03
H2AFX,4.44E-03
IFNG,4.44E-03
UPP1,4.42E-03
PSCA,4.41E-03
ALOX12P2,4.40E-03
CRY2,4.40E-03
GOLGA2P5,4.40E-03
CXCL13,4.39E-03
BMP4,4.35E-03
IRS1,4.34E-03
ASNS,4.33E-03
FHL5,4.33E-03
TM6SF2,4.32E-03
BTG2,4.31E-03
MED25,4.31E-03
SLC1A2,4.31E-03
MZB1,4.30E-03
VAC14,4.30E-03
BDKRB2,4.29E-03
COL7A1,4.29E-03
MYRF,4.29E-03
TMEM132A,4.29E-03
WNT6,4.27E-03
CYP3A5,4.26E-03
GFM1,4.26E-03
HIST1H1C,4.26E-03
IBA57,4.26E-03
AKAP9,4.25E-03
SLC12A4,4.25E-03
LRRC23,4.24E-03
ACBD4,4.23E-03
APOBEC3B,4.23E-03
SCN2A,4.23E-03
CNIH3,4.22E-03
PCYT1B,4.22E-03
BACE2,4.21E-03
KCNQ1OT1 /// LOC101927338,4.20E-03
SLC37A1,4.20E-03
BAIAP3,4.19E-03
CSDC2,4.19E-03
HDAC9,4.19E-03
LRRC20,4.18E-03
MPHOSPH9,4.18E-03
CD244,4.17E-03
CDA,4.15E-03
CUL7,4.15E-03
PLIN2,4.15E-03
SH3BP1,4.15E-03
FAM198B,4.14E-03
TAP1,4.14E-03
ALAD,4.13E-03
CACNA1D,4.13E-03
CGREF1,4.13E-03
CTAGE11P,4.12E-03
PADI2,4.12E-03
RRN3P1,4.12E-03
SIGLEC7,4.12E-03
SYCE1L,4.12E-03
ASIP,4.11E-03
COL6A1,4.11E-03
TRAPPC9,4.11E-03
DIRAS2,4.10E-03
EXOC7,4.09E-03
TAF7L,4.09E-03
CX3CL1,4.08E-03
CYBRD1,4.08E-03
MMRN1,4.08E-03
OVOL2,4.08E-03
PLCXD1,4.08E-03
TNNC2,4.08E-03
CSNK1A1,4.07E-03
F2RL3,4.07E-03
FANCI,4.07E-03
PLA2G7,4.07E-03
RPS11,4.07E-03
SPRY1,4.07E-03
CA5B,4.06E-03
GIT2,4.06E-03
TXNL4A,4.06E-03
CD247,4.05E-03
DBNDD2 /// SYS1 /// SYS1-DBNDD2,4.05E-03
EDNRA,4.05E-03
IFT140,4.05E-03
KCNS3,4.05E-03
MALT1,4.05E-03
BCL2L1,4.04E-03
CAMTA1,4.04E-03
GSTM2,4.04E-03
NEIL3,4.04E-03
PDE8B,4.04E-03
RRAS2,4.04E-03
SORL1,4.04E-03
ZNF257,4.04E-03
CYB561,4.03E-03
EVA1B,4.03E-03
GOLM1,4.03E-03
KCND2,4.03E-03
NELL2,4.03E-03
SLC16A7,4.03E-03
GINS4,4.02E-03
GSTP1,4.02E-03
BYSL,4.01E-03
COL11A2,4.01E-03
DIAPH2-AS1,4.01E-03
DUSP5,4.01E-03
FLT3,4.01E-03
GPRC5D,4.01E-03
TNC,4.01E-03
CACNA2D1,4.00E-03
DENND1A,4.00E-03
FAM149A,4.00E-03
INSL3,4.00E-03
KRT31,4.00E-03
NEK2,4.00E-03
PTPN2,4.00E-03
TUBB1,4.00E-03
APLNR,3.99E-03
CXCR5,3.99E-03
EMC3,3.99E-03
FLVCR2,3.99E-03
MYLK,3.99E-03
VWA1,3.99E-03
CLUL1,3.98E-03
GCH1,3.98E-03
MTHFD2,3.98E-03
NEFM,3.98E-03
ACKR3,3.97E-03
IKZF1,3.97E-03
MMP1,3.97E-03
MVK,3.97E-03
TOM1L2,3.97E-03
VNN1,3.97E-03
ADCYAP1,3.96E-03
BCL2A1,3.96E-03
COL4A3,3.96E-03
DNAJC17,3.96E-03
DTL,3.96E-03
HGF,3.96E-03
PRKCE,3.96E-03
CDH6,3.95E-03
DDX39A,3.95E-03
GNAL,3.95E-03
KALRN,3.95E-03
PCDHGC3,3.95E-03
PI3,3.95E-03
SLC26A4,3.95E-03
CCDC170,3.94E-03
CIC,3.94E-03
CXCL8,3.94E-03
FPR3,3.94E-03
GPX3,3.94E-03
IL11,3.94E-03
ITGA9,3.94E-03
PHGDH,3.94E-03
RYR1,3.94E-03
ST8SIA1,3.94E-03
GRIK5,3.93E-03
KNTC1,3.93E-03
LYL1,3.93E-03
MAN1A2,3.93E-03
NDRG2,3.93E-03
NGFR,3.93E-03
NID2,3.93E-03
NUBPL,3.93E-03
PLK2,3.93E-03
PPP1R3C,3.93E-03
SLC6A4,3.93E-03
ZKSCAN7,3.93E-03
ARHGAP19,3.92E-03
CDK1,3.92E-03
CYP2J2,3.92E-03
DAGLA,3.92E-03
FLT1,3.92E-03
PLA1A,3.92E-03
PRKCQ,3.92E-03
SIGIRR,3.92E-03
SLCO5A1,3.92E-03
AOX1,3.91E-03
ARHGAP44,3.91E-03
CTSC,3.91E-03
DUOX1,3.91E-03
DUSP2,3.91E-03
EGFL6,3.91E-03
KIF14,3.91E-03
LRMP,3.91E-03
MAGEL2,3.91E-03
PRRG1,3.91E-03
PTPRZ1,3.91E-03
RASL10A,3.91E-03
SMCO4,3.91E-03
VWF,3.91E-03
AQP5,3.90E-03
EYA1,3.90E-03
IGFBP5,3.90E-03
ITIH5,3.90E-03
LEPR /// LEPROT,3.90E-03
PDE1A,3.90E-03
RAD54L2,3.90E-03
SIGLEC15,3.90E-03
TPD52,3.90E-03
ADD2,3.89E-03
CDKN2A,3.89E-03
DOC2B,3.89E-03
EAF2,3.89E-03
KIF26B,3.89E-03
TAS2R4,3.89E-03
TRIM36,3.89E-03
UBE2I,3.89E-03
AQP9,3.88E-03
ASAH1,3.88E-03
ASPA,3.88E-03
CHRNA3,3.88E-03
CR2,3.88E-03
FZD7,3.88E-03
IL18,3.88E-03
LZTFL1,3.88E-03
PCM1,3.88E-03
PLXNA2,3.88E-03
TRIB3,3.88E-03
BRINP1,3.87E-03
CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361,3.87E-03
DNAJC22,3.87E-03
IGLV6-57,3.87E-03
KLRD1,3.87E-03
L3MBTL1,3.87E-03
PCDHGB6,3.87E-03
PTP4A2,3.87E-03
RETN,3.87E-03
SH3BGRL,3.87E-03
ZCCHC24,3.87E-03
CARHSP1,3.86E-03
CCNB2,3.86E-03
CDK12,3.86E-03
FHL1,3.86E-03
GSTM1,3.86E-03
GZMB,3.86E-03
KCTD12,3.86E-03
PCP4,3.86E-03
SLC2A1,3.86E-03
SMIM14,3.86E-03
TAGLN,3.86E-03
TCAP,3.86E-03
TNFRSF10B,3.86E-03
BRAP,3.85E-03
CSTB,3.85E-03
EXO1,3.85E-03
FPR2,3.85E-03
GK3P,3.85E-03
KIF25,3.85E-03
LGALS3BP,3.85E-03
MS4A4A,3.85E-03
N6AMT1,3.85E-03
PRSS53,3.85E-03
SLCO2B1,3.85E-03
TH,3.85E-03
C5orf30,3.84E-03
KCNE1,3.84E-03
KIF20A,3.84E-03
LIF,3.84E-03
MALL,3.84E-03
MSL1,3.84E-03
MTA2,3.84E-03
NUAK1,3.84E-03
PIEZO2,3.84E-03
SBNO1,3.84E-03
CATSPERB,3.83E-03
COL6A3,3.83E-03
DOPEY1,3.83E-03
GNGT1,3.83E-03
MSTN,3.83E-03
PGGT1B,3.83E-03
ROBO1,3.83E-03
SRD5A2,3.83E-03
STIP1,3.83E-03
THY1,3.83E-03
UBE2S,3.83E-03
BRIP1,3.82E-03
CA11,3.82E-03
CALML3,3.82E-03
CRTAM,3.82E-03
GRAMD1C,3.82E-03
KL,3.82E-03
PLA2G2A,3.82E-03
POSTN,3.82E-03
PRSS23,3.82E-03
TTLL4,3.82E-03
ASPN,3.81E-03
BMP2,3.81E-03
CALCR,3.81E-03
CDR1,3.81E-03
FBXO5,3.81E-03
GRK4,3.81E-03
KCND1,3.81E-03
LAPTM4B,3.81E-03
LRP1,3.81E-03
PLA2G16,3.81E-03
SLC7A2,3.81E-03
UPK2,3.81E-03
ZNF141,3.81E-03
ANKS1B,3.80E-03
ATP1A3 /// LOC101927137,3.80E-03
C6orf15,3.80E-03
CLGN,3.80E-03
CPM,3.80E-03
FGF1,3.80E-03
IL12RB1,3.80E-03
LCK,3.80E-03
MAN1A1,3.80E-03
S100A13,3.80E-03
CYP24A1,3.79E-03
DNM1,3.79E-03
GDPD3,3.79E-03
INHA,3.79E-03
KANSL1L,3.79E-03
PDXK,3.79E-03
SAMD9,3.79E-03
SLC6A20,3.79E-03
STARD13,3.79E-03
TUBA8,3.79E-03
C17orf53,3.78E-03
CFB,3.78E-03
CLSPN,3.78E-03
EIF2S2,3.78E-03
FAM13C,3.78E-03
HCG4B,3.78E-03
MCM5,3.78E-03
MICAL2,3.78E-03
NEURL1,3.78E-03
P2RY1,3.78E-03
TROAP,3.78E-03
WAS,3.78E-03
ZBTB20,3.78E-03
ZNF155,3.78E-03
ZNF682,3.78E-03
COL2A1,3.77E-03
CSNK1G1,3.77E-03
EFNA4,3.77E-03
FFAR3 /// GPR42,3.77E-03
LIMCH1,3.77E-03
LMAN1,3.77E-03
MAOA,3.77E-03
MINOS1-NBL1 /// NBL1,3.77E-03
NFE2L3,3.77E-03
PTP4A3,3.77E-03
PTX3,3.77E-03
QPRT,3.77E-03
RAD54L,3.77E-03
RBM17,3.77E-03
SLC9A3R2,3.77E-03
SUGCT,3.77E-03
TCEAL2,3.77E-03
TDRD12,3.77E-03
TIE1,3.77E-03
TNFSF8,3.77E-03
USP2,3.77E-03
ACAN,3.76E-03
ALCAM,3.76E-03
ALDH3B1,3.76E-03
ATP11A,3.76E-03
CD7,3.76E-03
CD79A,3.76E-03
FCHO1,3.76E-03
GYPE,3.76E-03
HIST1H4H,3.76E-03
KLK11,3.76E-03
LILRB2,3.76E-03
METRN,3.76E-03
MKI67,3.76E-03
MPPED2,3.76E-03
NAV3,3.76E-03
OSBPL7,3.76E-03
PDE10A,3.76E-03
PDK1,3.76E-03
RASGRF1,3.76E-03
ROR1,3.76E-03
SNED1,3.76E-03
AMBP,3.75E-03
C21orf91,3.75E-03
CANT1,3.75E-03
CHD2,3.75E-03
ECM1,3.75E-03
IL17RC,3.75E-03
PCDHB12,3.75E-03
SYNE1,3.75E-03
TMEM30B,3.75E-03
TTC28,3.75E-03
WIF1,3.75E-03
ZNF821,3.75E-03
AHNAK,3.74E-03
CHI3L2,3.74E-03
CLPS,3.74E-03
CROCCP2,3.74E-03
DCBLD2,3.74E-03
DIXDC1,3.74E-03
GRP,3.74E-03
HLCS,3.74E-03
LAMB3,3.74E-03
LINC01140,3.74E-03
MS4A2,3.74E-03
PLEKHG3,3.74E-03
RHD,3.74E-03
RLN2,3.74E-03
ZBTB10,3.74E-03
ZNF117,3.74E-03
AKAP5,3.73E-03
BBOX1,3.73E-03
C2CD2L,3.73E-03
CCDC87,3.73E-03
CHRNA5,3.73E-03
COX7A1,3.73E-03
CTSF,3.73E-03
FBXO38,3.73E-03
FZD10,3.73E-03
IMPG1,3.73E-03
MATN4,3.73E-03
NRIP1,3.73E-03
PAN2,3.73E-03
RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,3.73E-03
SIDT1,3.73E-03
SYT12,3.73E-03
TTK,3.73E-03
EBLN2,3.72E-03
IKBKB,3.72E-03
NUSAP1,3.72E-03
SH3TC2,3.72E-03
TRPM4,3.72E-03
APBB2,3.71E-03
COPZ2,3.71E-03
CTPS1,3.71E-03
ELK2AP,3.71E-03
FUT6,3.71E-03
GJC1,3.71E-03
HERC5,3.71E-03
LSAMP,3.71E-03
MYH14,3.71E-03
ODF2,3.71E-03
POF1B,3.71E-03
RARS2,3.71E-03
RNF125,3.71E-03
S100A6,3.71E-03
SV2B,3.71E-03
USP1,3.71E-03
WISP2,3.71E-03
ACTA1,3.70E-03
AVL9,3.70E-03
CD24,3.70E-03
CDO1,3.70E-03
DEPTOR,3.70E-03
FXYD3,3.70E-03
GRB14,3.70E-03
GUSBP3 /// SMA4 /// SMA5,3.70E-03
HEXA-AS1,3.70E-03
HIGD1B,3.70E-03
HJURP,3.70E-03
KDM4D,3.70E-03
KRT19P2,3.70E-03
KRT37,3.70E-03
LIAS,3.70E-03
LTBP3,3.70E-03
MDM4,3.70E-03
MKRN3,3.70E-03
PCNAP3 /// PCNAP3,3.70E-03
PDZD2,3.70E-03
PRR7,3.70E-03
PSMB9,3.70E-03
RPARP-AS1,3.70E-03
RPS6KA5,3.70E-03
SBSPON,3.70E-03
SENP7,3.70E-03
SMC6,3.70E-03
SNTB1,3.70E-03
SOAT2,3.70E-03
TMPRSS2,3.70E-03
UTP14A,3.70E-03
ZNF324,3.70E-03
ACTN2,3.69E-03
ANGPTL7,3.69E-03
BRINP2,3.69E-03
CELSR2,3.69E-03
CLEC7A,3.69E-03
FAH,3.69E-03
GPRC5A,3.69E-03
GRPR,3.69E-03
HIST1H2AM,3.69E-03
KCNIP1,3.69E-03
MAGED2,3.69E-03
N4BP2L2-IT2,3.69E-03
PCTP,3.69E-03
PDIA2,3.69E-03
PYCARD,3.69E-03
RAI14,3.69E-03
SERPINB10,3.69E-03
SLC39A8,3.69E-03
SLITRK5,3.69E-03
SRI,3.69E-03
VIPR1,3.69E-03
DCHS1,3.68E-03
DNMBP,3.68E-03
FGF14,3.68E-03
HERC6,3.68E-03
IFI27,3.68E-03
IGHV3-73 /// IGHV3-73,3.68E-03
NENF,3.68E-03
PTPRCAP,3.68E-03
REN,3.68E-03
SELE,3.68E-03
SLC6A10P /// SLC6A10PB /// SLC6A8,3.68E-03
SNAP25,3.68E-03
TRIM29,3.68E-03
TTC39A,3.68E-03
ZMYND10,3.68E-03
ARID1A,3.67E-03
C1orf115,3.67E-03
CCDC102B,3.67E-03
CCNE2,3.67E-03
COL16A1,3.67E-03
EFHD1,3.67E-03
GALK1,3.67E-03
GLT8D2,3.67E-03
GNRHR,3.67E-03
HERC3 /// LOC101929134,3.67E-03
HRASLS,3.67E-03
NLRP3,3.67E-03
NXPE3,3.67E-03
OAS2,3.67E-03
RPL39L,3.67E-03
SNORA5B /// TBRG4,3.67E-03
SVEP1,3.67E-03
TAOK2,3.67E-03
TNXA /// TNXB,3.67E-03
TSPAN5,3.67E-03
WDHD1,3.67E-03
ACSF2,3.66E-03
CCNB1,3.66E-03
CORO2B,3.66E-03
CYP21A1P /// CYP21A2,3.66E-03
GNG4,3.66E-03
HCG18,3.66E-03
HIST1H2BM,3.66E-03
HTR2B,3.66E-03
LGALSL,3.66E-03
MATK,3.66E-03
MPZL2,3.66E-03
PIR,3.66E-03
PRKAG2,3.66E-03
RPS8,3.66E-03
SLC7A5,3.66E-03
TMEM209,3.66E-03
TMPRSS4,3.66E-03
TNNT2,3.66E-03
TNS4,3.66E-03
TREM2,3.66E-03
WFDC2,3.66E-03
ADRA2B,3.65E-03
C9orf40,3.65E-03
CSPG4,3.65E-03
CYTL1,3.65E-03
DLG2,3.65E-03
HIST1H2BJ,3.65E-03
KCNK2,3.65E-03
KHDRBS3,3.65E-03
KIF1C,3.65E-03
KIF2C,3.65E-03
MED6,3.65E-03
PKD2L1,3.65E-03
PLSCR2,3.65E-03
PYGM,3.65E-03
SERGEF,3.65E-03
SRPX,3.65E-03
ST3GAL6,3.65E-03
SYTL2,3.65E-03
TCL1A,3.65E-03
TXK,3.65E-03
ZFP69B,3.65E-03
ARHGAP32,3.64E-03
CAMK2N1,3.64E-03
CFD,3.64E-03
CXCL10,3.64E-03
ENO2,3.64E-03
EYA3,3.64E-03
GPR183,3.64E-03
IGFBP4,3.64E-03
KIF18B,3.64E-03
KLRB1,3.64E-03
LRCH1,3.64E-03
MAP4K1,3.64E-03
NAALAD2,3.64E-03
NAP1L3,3.64E-03
NOX4,3.64E-03
PDSS1,3.64E-03
RASAL1,3.64E-03
TTPA,3.64E-03
ZNF747,3.64E-03
APOBEC3G,3.63E-03
APOD,3.63E-03
BTF3P13 /// BTF3P13,3.63E-03
CCDC106,3.63E-03
CHST15,3.63E-03
DENND2A,3.63E-03
EXOSC1,3.63E-03
F2R,3.63E-03
FAM124B,3.63E-03
FCER1A,3.63E-03
FRK,3.63E-03
FSCN1,3.63E-03
LGALS2,3.63E-03
P2RX5,3.63E-03
PARD6B,3.63E-03
PASK,3.63E-03
PPARGC1A,3.63E-03
SLC39A6,3.63E-03
SNRK,3.63E-03
SPTLC3,3.63E-03
SRSF6,3.63E-03
ZNF460,3.63E-03
ANK2,3.62E-03
ARSD,3.62E-03
BBS7,3.62E-03
BCL2L14,3.62E-03
CCND2,3.62E-03
CCNE1,3.62E-03
CD302 /// LY75 /// LY75-CD302,3.62E-03
CYP11A1,3.62E-03
FAM110B,3.62E-03
INPP4B,3.62E-03
INSR,3.62E-03
ISG20,3.62E-03
KDM5B,3.62E-03
KLKB1,3.62E-03
KSR1,3.62E-03
MYLPF,3.62E-03
MYOM1,3.62E-03
NBEA,3.62E-03
PLCL1,3.62E-03
PPFIA2,3.62E-03
PTTG3P,3.62E-03
ROGDI,3.62E-03
RPL13A /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,3.62E-03
SIGLEC5,3.62E-03
SLC25A21,3.62E-03
SLC9A7,3.62E-03
SYCP2,3.62E-03
TCP11L1,3.62E-03
TPSD1,3.62E-03
CDC25A,3.61E-03
DYNC2LI1,3.61E-03
ECEL1,3.61E-03
HSPA1L,3.61E-03
INPP5J,3.61E-03
KLHL3,3.61E-03
KLHL36,3.61E-03
NCR3,3.61E-03
NOVA2,3.61E-03
P2RY13,3.61E-03
PLA2G1B,3.61E-03
PRICKLE3,3.61E-03
PTHLH,3.61E-03
RAB40A,3.61E-03
SLC25A42,3.61E-03
SLC47A1,3.61E-03
SPOCK2,3.61E-03
TNF,3.61E-03
TUBAL3,3.61E-03
ZNF391,3.61E-03
ANKRD36BP2,3.60E-03
C16orf70,3.60E-03
CEP290,3.60E-03
CHL1,3.60E-03
CNN1,3.60E-03
CTGF,3.60E-03
ECE2,3.60E-03
EMILIN1,3.60E-03
GRIN2D,3.60E-03
IFI44L,3.60E-03
KIF13B,3.60E-03
LAG3,3.60E-03
MYO7A,3.60E-03
OLFML3,3.60E-03
OPRD1,3.60E-03
RFWD3,3.60E-03
SPINK5,3.60E-03
SSTR2,3.60E-03
STXBP6,3.60E-03
TDO2,3.60E-03
VASH2,3.60E-03
XCR1,3.60E-03
ADRA2C,3.59E-03
CIRBP,3.59E-03
CORO2A,3.59E-03
CRIM1 /// LOC101929500,3.59E-03
DGKI,3.59E-03
FAM129A,3.59E-03
GMPS,3.59E-03
IGKV1OR2-108 /// IGKV1OR2-108,3.59E-03
KCNJ3,3.59E-03
LRRC32,3.59E-03
MAGI2,3.59E-03
MTMR10,3.59E-03
NDUFA4L2,3.59E-03
OLR1,3.59E-03
PDIA6,3.59E-03
SLC22A1,3.59E-03
TLL2,3.59E-03
TRIP13,3.59E-03
UPK1A,3.59E-03
ARHGEF9,3.58E-03
CCL11,3.58E-03
CCL5,3.58E-03
CD1C,3.58E-03
COL5A1,3.58E-03
DBF4,3.58E-03
DLC1,3.58E-03
EML2,3.58E-03
GLUL,3.58E-03
HRK,3.58E-03
LILRB5,3.58E-03
NAALADL1,3.58E-03
PDE5A,3.58E-03
PPP1R16B,3.58E-03
PPP1R1A,3.58E-03
RAMP3,3.58E-03
RUNDC3A,3.58E-03
SPG11,3.58E-03
TCF15,3.58E-03
TMEM121,3.58E-03
TNFSF15,3.58E-03
UBE2O,3.58E-03
ZNF717,3.58E-03
ZNF804A,3.58E-03
ASCL1,3.57E-03
BTG3,3.57E-03
CA4,3.57E-03
CASD1,3.57E-03
CD151,3.57E-03
CDKAL1,3.57E-03
CES1 /// LOC100653057,3.57E-03
COL5A2,3.57E-03
CRISP3,3.57E-03
CYP1B1,3.57E-03
CYP4F11,3.57E-03
DIRAS3,3.57E-03
FBXL15,3.57E-03
GFAP,3.57E-03
GPRC5C,3.57E-03
IFIT1,3.57E-03
KLHL18,3.57E-03
NUDT1,3.57E-03
PTN,3.57E-03
PVRIG,3.57E-03
RENBP,3.57E-03
SEMA3G,3.57E-03
SPAG16,3.57E-03
SYDE1,3.57E-03
TMEM123,3.57E-03
TNFSF12 /// TNFSF12-TNFSF13,3.57E-03
TSPAN13,3.57E-03
ZFPM2,3.57E-03
ABAT,3.56E-03
B3GAT3,3.56E-03
CAPN9,3.56E-03
CKMT1A /// CKMT1B,3.56E-03
CNR1,3.56E-03
CST3,3.56E-03
DCXR,3.56E-03
G6PC3,3.56E-03
HPSE,3.56E-03
KDM8,3.56E-03
KLHL4,3.56E-03
MSH5-SAPCD1 /// SAPCD1,3.56E-03
PSPN,3.56E-03
QSOX1,3.56E-03
SLC22A5,3.56E-03
TANC2,3.56E-03
THRAP3,3.56E-03
TNFAIP6,3.56E-03
ZBTB14,3.56E-03
ABCB9,3.55E-03
BAG1,3.55E-03
C1GALT1,3.55E-03
CEP112,3.55E-03
CNTLN,3.55E-03
DNAJC15,3.55E-03
DSG2,3.55E-03
GNG11,3.55E-03
HIST1H1E,3.55E-03
HK3,3.55E-03
HR,3.55E-03
HTR1B,3.55E-03
IGLVIVOR22-1 /// IGLVIVOR22-1,3.55E-03
IQCG,3.55E-03
ITGBL1,3.55E-03
IVL,3.55E-03
KLK12,3.55E-03
LAMA2,3.55E-03
MKL2,3.55E-03
MLC1,3.55E-03
MRAS,3.55E-03
RNF43,3.55E-03
SGSH,3.55E-03
SKIL,3.55E-03
AGL,3.54E-03
ALDH6A1,3.54E-03
CCDC169-SOHLH2 /// SOHLH2,3.54E-03
CDC42,3.54E-03
CEP41,3.54E-03
FBN1,3.54E-03
GNMT,3.54E-03
HBA1 /// HBA2,3.54E-03
IL17B,3.54E-03
LAMP3,3.54E-03
MCM10,3.54E-03
NDRG4,3.54E-03
PART1,3.54E-03
PTMS,3.54E-03
SPC25,3.54E-03
SUMO1P2 /// SUMO1P2,3.54E-03
AC005838.2,3.53E-03
ADCYAP1R1,3.53E-03
AEBP1,3.53E-03
ARC,3.53E-03
ASB12 /// MTMR8,3.53E-03
C5orf42,3.53E-03
CCDC7,3.53E-03
CLSTN2,3.53E-03
DEPDC1,3.53E-03
DTNB,3.53E-03
EPN2 /// EPN2-IT1,3.53E-03
FGFBP1,3.53E-03
