pathway,phnx_z_score,mean_path_score,sd_path_score
sphingolipid de novo biosynthesis,-0.30499823,0.00696256,0.009647794
glycosphingolipid metabolism,-0.392051852,0.0185502,0.013213048
myd88 independent tlr4 cascade,0.548359955,0.02683614,0.017513788
mitochondrial uncoupling,-0.297662086,0.00357896,0.006849915
mtorc1 mediated signalling,0,0,0
the activation of arylsulfatases,-0.220406566,0.0065978,0.008428968
signaling by ntrks,4.962149977,0.06874031,0.027657304
complement cascade,-0.997124946,0.05524813,0.022954124
lectin pathway of complement activation,-0.272289153,0.00672544,0.008981041
initial triggering of complement,-0.808222202,0.03947561,0.020941778
terminal pathway of complement,-0.37864699,0.00725711,0.0100281
creation of c4 and c2 activators,-0.477294464,0.02321447,0.01710573
signalling to ras,0,0,0
hiv transcription initiation,-0.338267875,0.00944614,0.009596359
hiv transcription elongation,-0.218211323,0.00346833,0.006912244
transcription of the hiv genome,-0.353574222,0.00975889,0.010065468
abortive elongation of hiv 1 transcript in the absence of tat,-0.230645696,0.00317549,0.005269944
hiv elongation arrest and recovery,-0.239350281,0.00331399,0.005656939
nef mediated cd4 down regulation,-0.23076464,0.00395018,0.007714267
the fatty acid cycling model,-0.309766681,0.00345062,0.006167933
trafficking and processing of endosomal tlr,-0.421847571,0.01003161,0.010315598
toll like receptor 9 tlr9 cascade,0.544645269,0.02890678,0.0175219
toll like receptor tlr1 tlr2 cascade,0.17180684,0.04481144,0.021178202
innate immune system,-2.055911377,0.42694235,0.070675396
influenza infection,-0.494474762,0.01994285,0.014323987
export of viral ribonucleoproteins from nucleus,-0.267778738,0.00920163,0.00923012
ns1 mediated effects on host pathways,-0.388089324,0.01349101,0.012783165
viral messenger rna synthesis,-0.40540581,0.01364777,0.012229154
nod1 2 signaling pathway,-0.108901423,0.00641394,0.008576013
nucleotide binding domain leucine rich repeat containing receptor nlr signaling pathways,-0.386165959,0.0201825,0.015258984
neurotoxicity of clostridium toxins,-0.310682102,0.01009066,0.01055954
toll like receptor cascades,-0.254285018,0.07180616,0.027788346
ticam1 rip1 mediated ikk complex recruitment,-0.096903563,0.00629128,0.008372035
ddx58 ifih1 mediated induction of interferon alpha beta,-0.399962679,0.01601994,0.013176079
prolonged erk activation events,-0.063915476,0.00279654,0.004796022
adenylate cyclase activating pathway,-0.435310363,0.01045383,0.010713804
adenylate cyclase inhibitory pathway,-0.39438936,0.00989876,0.01041803
regulation of glucokinase by glucokinase regulatory protein,-0.353926058,0.0105165,0.010698562
signaling by tgf beta receptor complex,-0.609491624,0.03554879,0.020375653
arms mediated activation,0,0,0
p38mapk events,0,0,0
telomere extension by telomerase,-0.118154638,0.00535484,0.005711498
alternative complement activation,-0.308010146,0.00639603,0.008298525
apc c cdc20 mediated degradation of cyclin b,-0.400156078,0.01553453,0.012831318
scf beta trcp mediated degradation of emi1,-0.295838632,0.00701594,0.009653709
apc c mediated degradation of cell cycle proteins,-0.792666974,0.05180109,0.024753258
apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1,-0.589337863,0.02988469,0.018469355
transport and synthesis of paps,0,0,0
glutathione synthesis and recycling,-0.290045631,0.00637368,0.008218293
polymerase switching on the c strand of the telomere,0,0,0
processive synthesis on the c strand of the telomere,0,0,0
telomere c strand lagging strand synthesis,0,0,0
telomere c strand synthesis initiation,0,0,0
activation of c3 and c5,-0.650647761,0.01341003,0.01240307
plasma lipoprotein assembly remodeling and clearance,-0.597287092,0.03359308,0.020079255
assembly of the hiv virion,0,0,0
interactions of vpr with host cellular proteins,-0.295527425,0.01011771,0.011463268
activation of atr in response to replication stress,-0.652385405,0.03551199,0.019929922
conversion from apc c cdc20 to apc c cdh1 in late anaphase,-0.402830002,0.01058596,0.011607775
phosphorylation of the apc c,-0.427847673,0.01696673,0.013455092
phosphorylation of emi1,-0.34227685,0.01319742,0.012087934
unwinding of dna,-0.546439873,0.02013335,0.015341761
conjugation of benzoate with glycine,-0.209027157,0.00306614,0.005483211
interactions of rev with host cellular proteins,-0.333429771,0.01058815,0.011571102
retrograde neurotrophin signalling,-0.133620554,0.00314036,0.005316248
signaling by egfr,-0.646635509,0.02668008,0.016933929
chondroitin sulfate dermatan sulfate metabolism,-0.466670262,0.02466161,0.014724765
apc cdc20 mediated degradation of nek2a,-0.492795459,0.01718966,0.014751881
srp dependent cotranslational protein targeting to membrane,-0.15666571,0.00342602,0.006740594
darpp 32 events,-0.205790583,0.0034286,0.006456078
gab1 signalosome,-0.52497027,0.01639755,0.013558006
shc1 events in egfr signaling,-0.421779564,0.01298445,0.011983629
apobec3g mediated resistance to hiv 1 infection,0,0,0
nuclear import of rev protein,-0.30583034,0.01002555,0.010775746
extension of telomeres,-0.198176176,0.00627068,0.008026595
rip mediated nfkb activation via zbp1,0.003315563,0.00309096,0.005742614
serotonin neurotransmitter release cycle,-0.460338795,0.01124719,0.01244125
norepinephrine neurotransmitter release cycle,-0.492630121,0.01620222,0.013016297
acetylcholine binding and downstream events,0,0,0
nef mediated cd8 down regulation,0,0,0
egfr downregulation,-0.446100097,0.01634273,0.013411183
sting mediated induction of host immune responses,0,0,0
cytosolic sensors of pathogen associated dna,-0.231301291,0.01012642,0.010620001
signaling by cytosolic fgfr1 fusion mutants,-0.26379114,0.00353622,0.006430163
fgfr1 mutant receptor activation,-0.341586925,0.00684617,0.008946976
fgfr2 mutant receptor activation,-0.400409545,0.00968443,0.010425401
organelle biogenesis and maintenance,-0.173537572,0.06951674,0.027410433
synthesis of pyrophosphates in the cytosol,-0.305258681,0.00937293,0.009345942
synthesis of ip2 ip and ins in the cytosol,-0.412030591,0.01220677,0.010573899
synthesis of ip3 and ip4 in the cytosol,-0.409072233,0.01226806,0.011606899
regulation of beta cell development,6.554690706,0.01350216,0.011978878
downstream signal transduction,-0.42251103,0.00965179,0.009944805
signaling by pdgf,-0.913771272,0.06244283,0.025994284
activation of trka receptors,0,0,0
ngf independant trka activation,0,0,0
scf skp2 mediated degradation of p27 p21,-0.499749809,0.02605923,0.01684689
signalling to erks,-0.144833641,0.00352225,0.007127143
signalling to p38 via rit and rin,0,0,0
digestion of dietary carbohydrate,-0.579151393,0.02379133,0.016906339
cellular hexose transport,-0.336849936,0.00960683,0.010084105
metabolism of porphyrins,-0.306085215,0.01195243,0.010527885
heme biosynthesis,-0.165528164,0.00307448,0.005524619
heme degradation,-0.338076724,0.01245461,0.011017055
signaling by fgfr,-0.645365466,0.03293233,0.018628716
fgfr3 ligand binding and activation,-0.305491501,0.00986663,0.010562094
fgfr2 ligand binding and activation,-0.332545356,0.00932308,0.009722223
fgfr1 ligand binding and activation,-0.260588983,0.0038707,0.007370611
fgfr1b ligand binding and activation,-0.246825491,0.00356632,0.006548432
fgfr3b ligand binding and activation,-0.276492147,0.00633898,0.0077723
fgfr1c ligand binding and activation,-0.203464944,0.00312887,0.005793971
fgfr2c ligand binding and activation,-0.345581106,0.0065065,0.008555155
fgfr2b ligand binding and activation,-0.358974691,0.00992642,0.01068716
gap junction assembly,-0.390884558,0.01624431,0.012776944
transport of connexons to the plasma membrane,-0.249740883,0.00946214,0.009178073
gap junction degradation,-0.287506041,0.00689706,0.009346099
pre notch processing in the endoplasmic reticulum,0,0,0
pre notch processing in golgi,-0.17513645,0.00352522,0.006995802
pre notch expression and processing,-0.242473071,0.0067347,0.008680139
cholesterol biosynthesis,2.097933094,0.0130178,0.012813659
snrnp assembly,-0.271855814,0.00959142,0.010525506
synthesis of bile acids and bile salts,-0.555153249,0.02047556,0.01506892
digestion of dietary lipid,-0.315402743,0.00645624,0.008390035
androgen biosynthesis,-0.496763927,0.01623342,0.012769486
estrogen biosynthesis,-0.283660459,0.00699492,0.009218486
synthesis of bile acids and bile salts via 7alpha hydroxycholesterol,-0.432287478,0.01317889,0.011887668
p75ntr signals via nf kb,-0.130454762,0.00624389,0.007542001
nrage signals death through jnk,-0.539834968,0.02284481,0.015587745
p75ntr negatively regulates cell cycle via sc1,-0.205998919,0.00339112,0.006024886
regulated proteolysis of p75ntr,-0.156300631,0.0029665,0.005223907
p75ntr regulates axonogenesis,-0.162547904,0.00306392,0.005622466
p75 ntr receptor mediated signalling,-0.502396879,0.02635896,0.017553771
synthesis of bile acids and bile salts via 24 hydroxycholesterol,-0.434879737,0.013598,0.012274658
synthesis of bile acids and bile salts via 27 hydroxycholesterol,-0.308248252,0.00737183,0.009900559
mineralocorticoid biosynthesis,-0.360805787,0.00812247,0.010954564
glucocorticoid biosynthesis,-0.282119401,0.00697652,0.009380851
bile acid and bile salt metabolism,-0.60615951,0.02581693,0.016063313
signaling by vegf,-0.52136021,0.01902762,0.013997271
vegf ligand receptor interactions,0,0,0
degradation of beta catenin by the destruction complex,4.822264584,0.00901566,0.00888884
rho gtpase effectors,-0.446860941,0.12752637,0.036737089
signaling by wnt,1.183023922,0.08137149,0.030395421
metabolism of steroid hormones,-0.645002169,0.03341354,0.020051933
pregnenolone biosynthesis,-0.215794253,0.00312204,0.005755668
beta catenin phosphorylation cascade,0,0,0
grb2 events in erbb2 signaling,-0.541263696,0.01943295,0.013898863
pi3k events in erbb2 signaling,-0.548081807,0.02170454,0.01402079
cobalamin cbl vitamin b12 transport and metabolism,-0.263671995,0.0061294,0.007620832
metabolism of folate and pterines,0,0,0
biotin transport and metabolism,-0.349673084,0.00729464,0.010051217
coenzyme a biosynthesis,0,0,0
vitamin d calciferol metabolism,-0.248252229,0.00644155,0.008827917
nicotinate metabolism,-0.396028409,0.01316522,0.011704261
vitamin b1 thiamin metabolism,-0.187101027,0.0032692,0.005821454
vitamin c ascorbate metabolism,-0.288353756,0.00695312,0.0092356
vitamin b2 riboflavin metabolism,-0.269605403,0.00625234,0.007872023
metabolism of water soluble vitamins and cofactors,-0.76245028,0.05108259,0.023362297
metabolism of vitamins and cofactors,-1.071697385,0.09306259,0.032129023
a tetrasaccharide linker sequence is required for gag synthesis,-0.450507684,0.02302732,0.016752922
nicotinamide salvaging,-0.204519446,0.0036061,0.006924036
signaling by notch1,1.311879593,0.01332155,0.012149324
signaling by notch2,-0.048284844,0.00272378,0.004220372
pi3k akt activation,-0.24547083,0.00331623,0.0062583
akt phosphorylates targets in the cytosol,0,0,0
akt phosphorylates targets in the nucleus,0,0,0
nuclear events kinase and transcription factor activation,6.492850817,0.0454324,0.02247666
erk mapk targets,-0.266953992,0.00369024,0.006856013
immunoregulatory interactions between a lymphoid and a non lymphoid cell,-1.092222585,0.08443956,0.029068763
vitamin b5 pantothenate metabolism,-0.429806803,0.01337831,0.011978196
negative regulation of the pi3k akt network,0.196138752,0.0865374,0.033051092
creb phosphorylation,0,0,0
er to golgi anterograde transport,-0.679044346,0.03692529,0.020683907
membrane trafficking,-1.487057071,0.17454547,0.041515199
trans golgi network vesicle budding,-0.27214341,0.00923106,0.009704663
carnitine metabolism,-0.214972722,0.00332816,0.00603872
signaling by bmp,-0.479963693,0.0161962,0.013097241
signaling by alk,-0.350582034,0.00985678,0.010202405
tcf dependent signaling in response to wnt,2.210112451,0.04573312,0.022617347
wnt mediated activation of dvl,-0.146206499,0.00319486,0.005983729
formation of the beta catenin tcf transactivating complex,4.781732534,0.00664284,0.008983597
g protein activation,-0.435748907,0.0128423,0.011342082
metabolism of nitric oxide nos3 activation and regulation,0,0,0
assembly of collagen fibrils and other multimeric structures,-1.169323201,0.09794865,0.031290451
metabolism of angiotensinogen to angiotensins,-0.61010418,0.02613024,0.016620506
keratan sulfate biosynthesis,-0.584470314,0.02726655,0.018472367
keratan sulfate degradation,-0.492553397,0.01985244,0.01480538
chondroitin sulfate biosynthesis,-0.32042397,0.00991748,0.010852746
dermatan sulfate biosynthesis,-0.321541885,0.00988476,0.010713254
hs gag biosynthesis,-0.409857158,0.0135236,0.012549738
tcr signaling,-0.742663713,0.0455192,0.02182576
hs gag degradation,-0.318282057,0.0146768,0.010892226
cs ds degradation,-0.3748083,0.01315818,0.011761159
generation of second messenger molecules,-0.505432691,0.01926312,0.013954618
calcineurin activates nfat,0,0,0
erks are inactivated,-0.209899699,0.00290795,0.004992623
cell surface interactions at the vascular wall,-0.981595005,0.07495561,0.027944936
signaling by hippo,0,0,0
fcgamma receptor fcgr dependent phagocytosis,-0.652127126,0.03266816,0.018720522
fcgr activation,-0.53741693,0.0240369,0.017317839
role of phospholipids in phagocytosis,-0.571638705,0.02721597,0.018028818
yap1 and wwtr1 taz stimulated gene expression,7.710235756,0.01012664,0.010722546
enos activation,0,0,0
nostrin mediated enos trafficking,0,0,0
microrna mirna biogenesis,-0.210055647,0.00301238,0.005010006
copii mediated vesicle transport,-0.476028467,0.01860245,0.013092599
regulation of pyruvate dehydrogenase pdh complex,-0.199308232,0.00631485,0.007851407
alpha linolenic omega3 and linoleic omega6 acid metabolism,-0.31452906,0.00972825,0.009818648
linoleic acid la metabolism,-0.30250585,0.01001734,0.011164544
cell death signalling via nrage nrif and nade,-0.52118521,0.02252968,0.015540886
nade modulates death signalling,-0.180397732,0.00323388,0.00600828
nrif signals cell death from the nucleus,-0.185394716,0.0032297,0.005823791
p75ntr recruits signalling complexes,-0.176085821,0.00692196,0.009438352
nf kb is activated and signals survival,-0.140277175,0.00647593,0.008668053
metabolism of amine derived hormones,-0.619082004,0.01622951,0.012695426
serotonin and melatonin biosynthesis,-0.309811101,0.00337019,0.005939716
peptide hormone biosynthesis,-0.253851014,0.0068718,0.009225096
thyroxine biosynthesis,-0.466910564,0.01031084,0.011374427
glutamate neurotransmitter release cycle,-0.452458373,0.01308464,0.012210272
regulation of gene expression in late stage branching morphogenesis pancreatic bud precursor cells,3.131334404,0.00350334,0.006354051
regulation of gene expression in beta cells,2.3526006,0.00308854,0.005403153
regulation of gene expression in endocrine committed neurog3 progenitor cells,6.289200439,0.00603944,0.007438236
regulation of gene expression in early pancreatic precursor cells,3.023663536,0.00335178,0.00663044
pecam1 interactions,-0.429121458,0.01006564,0.010662809
basigin interactions,-0.486875854,0.01678557,0.013546718
tie2 signaling,-0.440273263,0.01010656,0.010462957
gene silencing by rna,-0.158374884,0.02599425,0.016759286
biological oxidations,-0.106926167,0.14206121,0.03788792
cytochrome p450 arranged by substrate type,1.383988995,0.04300482,0.022171549
vitamins,-0.291020109,0.01005992,0.010926805
fatty acids,-0.478628602,0.0164201,0.013267281
phase i functionalization of compounds,0.70106577,0.07252238,0.028082415
miscellaneous substrates,-0.348087513,0.00976535,0.010127769
endogenous sterols,3.136982199,0.01393034,0.012977332
eicosanoids,-0.467997794,0.01642972,0.013589209
xenobiotics,6.00427244,0.00626017,0.007401368
cyp2e1 reactions,0,0,0
epigenetic regulation of gene expression,-0.33517543,0.01577292,0.012479793
notch1 intracellular domain regulates transcription,1.667272322,0.00986299,0.010428416
activated notch1 transmits signal to the nucleus,-0.177758676,0.00293262,0.005190295
prc2 methylates histones and dna,-0.211478189,0.00646159,0.008093459
dopamine neurotransmitter release cycle,-0.491325672,0.01336304,0.012156987
egfr interacts with phospholipase c gamma,-0.443158495,0.01314022,0.011757013
molecules associated with elastic fibres,-0.862189673,0.05590672,0.024573154
mhc class ii antigen presentation,-0.822563526,0.06105673,0.024905955
