gene,influence
FOXD3,4.72E-03
RELB,4.68E-03
NFE2,4.68E-03
NFATC3,4.68E-03
MEF2D,4.65E-03
NKX2-2,4.64E-03
NFYB,4.62E-03
NFYC,4.58E-03
SREBF2,4.56E-03
JUNB,4.54E-03
UBP1,4.53E-03
MSC,4.49E-03
PPARD,4.45E-03
PAX5,4.44E-03
GLI3,4.43E-03
NR3C1,4.42E-03
ZNF423,4.41E-03
EPAS1,4.40E-03
TFDP1,4.39E-03
NKX3-1,4.37E-03
IRF2,4.36E-03
SOX18,4.36E-03
POU2F2,4.36E-03
SOX10,4.32E-03
RFX2,4.30E-03
YBX1,4.29E-03
TCF7L1,4.29E-03
SOX9,4.28E-03
ELF5,4.28E-03
STAT5B,4.26E-03
BHLHE40,4.25E-03
JUN,4.24E-03
FOXF2,4.22E-03
HOXC13,4.22E-03
FOSL1,4.21E-03
SOX17,4.20E-03
E2F8,4.19E-03
FOXO1,4.17E-03
NR5A2,4.14E-03
IRF7,4.13E-03
BATF,4.13E-03
RORA,4.13E-03
TAL1,4.12E-03
SMAD3,4.12E-03
MEF2B /// MEF2BNB /// MEF2BNB-MEF2B,4.11E-03
TBR1,4.11E-03
ELF4,4.11E-03
ETV3,4.10E-03
ZNF589,4.10E-03
NR1I2,4.09E-03
POU2F3,4.08E-03
ERG,4.08E-03
ETV1,4.08E-03
PAX9,4.07E-03
FOXA1,4.06E-03
MXI1,4.06E-03
HOXD10,4.05E-03
HESX1,4.05E-03
IRF9,4.04E-03
REST,4.02E-03
HEY1,4.02E-03
FOXM1,4.01E-03
NR2F6,4.00E-03
POU1F1,4.00E-03
ATF1,4.00E-03
TGIF2,3.95E-03
REL,3.95E-03
CEBPZ,3.95E-03
TEF,3.94E-03
HIF1A,3.93E-03
ZBTB33,3.92E-03
HNF1A,3.91E-03
MITF,3.91E-03
TBP,3.91E-03
ARNT,3.91E-03
NFATC1,3.89E-03
RORC,3.89E-03
POU3F4,3.87E-03
FOSB,3.86E-03
HOXB1,3.85E-03
GLI2,3.84E-03
MAFK,3.84E-03
HAND1,3.83E-03
ARID5B,3.83E-03
FOSL2,3.82E-03
GATA1,3.80E-03
SOX4,3.79E-03
GCM2,3.78E-03
RBPJ,3.77E-03
TBX4,3.76E-03
TLX1,3.75E-03
HOXB8,3.75E-03
MYBL2,3.75E-03
ONECUT1,3.74E-03
FOXD2,3.72E-03
BACH2,3.72E-03
TBX3,3.70E-03
RFX1,3.70E-03
HOXA1,3.68E-03
ELK1,3.65E-03
CEBPG,3.65E-03
HSF2,3.63E-03
NFIB,3.62E-03
SMAD4,3.61E-03
TBX21,3.61E-03
POU2F1,3.59E-03
MYCN,3.59E-03
ATF3,3.58E-03
ZFHX3,3.55E-03
CEBPD,3.54E-03
GSC2,3.54E-03
ESRRB,3.52E-03
GFI1B,3.52E-03
POU6F1,3.51E-03
HOXD12,3.51E-03
ETV2,3.50E-03
POU3F3,3.50E-03
TFEB,3.49E-03
RFX3,3.48E-03
HOXC6,3.47E-03
GATA3,3.46E-03
SOX21,3.45E-03
ERF,3.45E-03
PKNOX1,3.42E-03
FOXA2,3.41E-03
TCF7,3.40E-03
HNF1B,3.39E-03
HBP1,3.39E-03
TFEC,3.39E-03
PBX2,3.37E-03
ESRRG,3.36E-03
POU5F1B,3.36E-03
PITX1,3.36E-03
HOXB6,3.35E-03
STAT6,3.35E-03
HOXC10,3.35E-03
MECOM,3.29E-03
RAX,3.29E-03
CDX2,3.29E-03
PAX2,3.29E-03
SOX5,3.24E-03
ETV5,3.24E-03
CREB3,3.24E-03
NR1H2,3.23E-03
POU4F3,3.22E-03
NKX2-8,3.22E-03
ZNF232,3.22E-03
SRF,3.21E-03
FOS,3.20E-03
PHOX2B,3.19E-03
HINFP,3.15E-03
FOXP3,3.15E-03
POU3F2,3.13E-03
PAX6,3.12E-03
CREM,3.12E-03
PKNOX2,3.12E-03
GATA6,3.11E-03
MYB,3.11E-03
SIX5,3.05E-03
STAT5A,3.05E-03
ATF4,3.04E-03
ZSCAN16,3.02E-03
TP53,3.00E-03
DBP,2.99E-03
CENPB,2.99E-03
TEAD3,2.99E-03
FOXD1,2.98E-03
NRL,2.97E-03
POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4,2.96E-03
BACH1,2.96E-03
CUX1,2.95E-03
NFIL3,2.93E-03
CLOCK,2.93E-03
PRRX2,2.93E-03
NANOG,2.93E-03
CDX1,2.92E-03
GATA4,2.91E-03
HOXD9,2.91E-03
MNT,2.91E-03
IRX5,2.88E-03
HOXD11,2.87E-03
CEBPE,2.87E-03
SHOX2,2.84E-03
HOXB5,2.82E-03
BARX1,2.81E-03
PHOX2A,2.80E-03
LHX3,2.79E-03
GATA2,2.78E-03
ALX1,2.77E-03
MEIS1,2.77E-03
RFX4,2.73E-03
SOX13,2.72E-03
MAFG,2.72E-03
FOXB1,2.71E-03
LBX1,2.70E-03
MEOX1,2.68E-03
SPDEF,2.67E-03
CDC5L,2.65E-03
HOXC8,2.65E-03
PITX3,2.63E-03
EMX1,2.63E-03
POU4F2,2.61E-03
HOXA2,2.60E-03
MAFF,2.60E-03
ATF7,2.60E-03
E2F5,2.58E-03
TBX19,2.56E-03
HLF,2.56E-03
HMBOX1,2.55E-03
HMGA2,2.55E-03
NKX2-5,2.55E-03
POU3F1,2.53E-03
CRX,2.53E-03
MNX1,2.52E-03
BATF3,2.52E-03
MSX1,2.52E-03
ISL1,2.51E-03
MAX,2.51E-03
EN2,2.50E-03
SOX14,2.49E-03
FOXH1,2.47E-03
EVX1,2.46E-03
PAX8,2.45E-03
VENTX,2.44E-03
JUND,2.44E-03
GMEB1,2.42E-03
FOXG1,2.39E-03
POU4F1,2.39E-03
DMRT1,2.37E-03
BARX2,2.37E-03
SOX15,2.36E-03
EN1,2.36E-03
TLX2,2.35E-03
PROX1,2.33E-03
PBX1,2.30E-03
CEBPA,2.29E-03
PRRX1,2.29E-03
CREB1,2.29E-03
PROP1,2.28E-03
OVOL1,2.27E-03
DLX2,2.27E-03
MSX2,2.26E-03
HOXB7,2.26E-03
HOXB13,2.25E-03
MEOX2,2.25E-03
LEF1,2.25E-03
LHX6,2.24E-03
NFE2L1,2.23E-03
PAX1,2.22E-03
VSX1,2.21E-03
GBX2,2.20E-03
AHR,2.20E-03
FOXC1,2.17E-03
MYL6B,2.17E-03
PNOC,2.16E-03
INPP5E,2.15E-03
PAX7,2.15E-03
TMED9,2.11E-03
GMCL1,2.10E-03
NEUROD2,2.10E-03
POU6F2,2.09E-03
IER2,2.08E-03
NSUN6,2.07E-03
ST3GAL5,2.06E-03
FOXL1,2.06E-03
SHOX,2.04E-03
HOXA5,2.03E-03
CHKA,2.03E-03
HOXB2,2.02E-03
SLC9A7,2.02E-03
UVRAG,2.02E-03
CD27,2.01E-03
SLC5A1,2.01E-03
PTGS2,2.01E-03
NEUROG2,2.00E-03
TNFRSF1A,2.00E-03
MXRA7,2.00E-03
CXXC1,2.00E-03
STX11,1.99E-03
EBI3,1.99E-03
TM2D1,1.99E-03
DGCR6 /// DGCR6L,1.99E-03
TTC13,1.99E-03
MLX,1.99E-03
WDR3,1.99E-03
HOXB3,1.98E-03
GPR3,1.98E-03
HOXC11,1.98E-03
PDHB,1.97E-03
NKG7,1.97E-03
GTF3C5,1.97E-03
LRCH3,1.97E-03
SLC12A5,1.96E-03
C7orf55-LUC7L2 /// LUC7L2,1.96E-03
GHRH,1.96E-03
ITGA5,1.95E-03
PDE3B,1.95E-03
IDH1,1.95E-03
RPL32,1.95E-03
MAP9,1.95E-03
HMX1,1.94E-03
PITPNM3,1.94E-03
VAX2,1.94E-03
ALPK3,1.93E-03
WWP2,1.92E-03
AMD1,1.92E-03
RNH1,1.92E-03
MAGOHB,1.92E-03
ARL1,1.92E-03
GNAI2,1.92E-03
FADS2,1.92E-03
TRIM25,1.91E-03
SF3A2,1.91E-03
KLHL20,1.91E-03
PPDPF,1.91E-03
KCNIP2,1.91E-03
PACSIN3,1.90E-03
IFT74,1.90E-03
SMIM8,1.90E-03
C1orf109,1.90E-03
CUX2,1.90E-03
SNAPC5,1.89E-03
RPS6KC1,1.89E-03
CNOT7,1.89E-03
DGCR8 /// MIR1306,1.89E-03
PPP1R3D,1.89E-03
HADHAP1 /// HADHAP1,1.88E-03
PDGFRA,1.88E-03
HOXA7,1.87E-03
UBASH3A,1.87E-03
SLC16A2,1.87E-03
C1QBP,1.87E-03
LMX1B,1.86E-03
INCENP,1.86E-03
CFP,1.86E-03
ANXA8 /// ANXA8L1,1.86E-03
IL7,1.86E-03
CLEC4A,1.86E-03
EPS15,1.86E-03
LMNB2,1.85E-03
TLR4,1.85E-03
ABCC2,1.85E-03
CDC42EP4,1.85E-03
ZNF335,1.85E-03
SLC9A1,1.84E-03
LHX2,1.84E-03
SLC5A2,1.84E-03
LILRB1,1.84E-03
UPF3B,1.84E-03
LETMD1,1.84E-03
MAP7D1,1.84E-03
SNX13,1.84E-03
ZBED2,1.83E-03
CDKL2,1.83E-03
NRBF2,1.83E-03
GOSR2,1.83E-03
IQCB1,1.83E-03
E4F1,1.83E-03
SPINT2,1.83E-03
PSMD7,1.83E-03
PDX1,1.83E-03
AMACR,1.83E-03
SLITRK5,1.83E-03
ECM1,1.82E-03
VCL,1.82E-03
ARHGAP1,1.82E-03
FBXO28,1.82E-03
DICER1,1.82E-03
MYO7A,1.82E-03
MYO18A /// TIAF1,1.82E-03
POLR2J4,1.81E-03
GABRB2,1.81E-03
GRK6,1.81E-03
COPA,1.81E-03
ADM,1.81E-03
CRBN,1.81E-03
PON1,1.81E-03
DLEU2,1.81E-03
ZNF426,1.81E-03
CCDC134,1.81E-03
IFNGR1,1.80E-03
PTK7,1.80E-03
SLC4A7,1.80E-03
MGAT4B,1.80E-03
DAAM2,1.80E-03
ZDHHC11 /// ZDHHC11B,1.80E-03
APOC1,1.80E-03
NOTCH1,1.80E-03
LEPROTL1,1.80E-03
TPGS2,1.80E-03
GCDH,1.80E-03
FIS1,1.80E-03
ZBTB3,1.80E-03
FAS,1.80E-03
KLHDC10,1.80E-03
OGFOD3,1.79E-03
GATC,1.79E-03
COA4,1.79E-03
KAT6B,1.79E-03
TMEM19,1.79E-03
DBF4,1.79E-03
GADD45A,1.79E-03
CTF1,1.79E-03
KCTD7 /// RABGEF1,1.78E-03
DET1,1.78E-03
LAMP5,1.78E-03
STK3,1.78E-03
FAM120A,1.78E-03
BAX,1.78E-03
MCM9,1.78E-03
ATXN7L1,1.77E-03
ITPR1,1.77E-03
STC1,1.77E-03
ALPL,1.77E-03
HUS1,1.77E-03
ALX4,1.77E-03
CTAGE5,1.77E-03
HPCA,1.76E-03
TNS4,1.76E-03
PDK4,1.76E-03
ZNF492,1.76E-03
DHX15,1.76E-03
GPR39,1.76E-03
OMD,1.76E-03
DBN1,1.76E-03
PPP1R14D,1.76E-03
TNF,1.76E-03
ACVR1,1.76E-03
CHRD,1.75E-03
GHITM,1.75E-03
SORL1,1.75E-03
DCTN4,1.75E-03
SLC52A2,1.75E-03
SLC5A3,1.75E-03
ACOT13,1.75E-03
INTS7,1.75E-03
FN3K,1.75E-03
SYNGR3,1.75E-03
C7orf26,1.75E-03
MEX3C,1.75E-03
RAD9A,1.75E-03
YARS2,1.75E-03
UBAP2,1.75E-03
RAB33B,1.75E-03
DNAH6,1.75E-03
CITED1,1.75E-03
RIPK2,1.74E-03
B3GAT3,1.74E-03
RPA1,1.74E-03
CFB,1.74E-03
ITGA7,1.74E-03
PQLC2,1.74E-03
C3orf52,1.74E-03
NIPSNAP3B,1.74E-03
RIT1,1.74E-03
BRD1,1.74E-03
KIF5C,1.74E-03
ZNF764,1.74E-03
REXO4,1.74E-03
TTI1,1.74E-03
MYO10,1.74E-03
NRIP2,1.73E-03
EFEMP1,1.73E-03
KLF9,1.73E-03
PRKRA,1.73E-03
CD82,1.73E-03
METTL17,1.73E-03
ATXN7L3B,1.73E-03
LAX1,1.73E-03
DLEU2L,1.73E-03
TREM1,1.73E-03
ARPC4,1.72E-03
BPGM,1.72E-03
EMX2,1.72E-03
AQP1,1.72E-03
ZSCAN2,1.72E-03
KNTC1,1.72E-03
ARMCX6,1.72E-03
STAP2,1.72E-03
C15orf39,1.72E-03
PPP1CB,1.72E-03
SETD4,1.72E-03
MMRN1,1.72E-03
FANCG,1.72E-03
ALX3,1.71E-03
SPG21,1.71E-03
KLRC4,1.71E-03
GBX1,1.71E-03
SS18,1.71E-03
MDH2,1.71E-03
HOPX,1.71E-03
OPA3,1.71E-03
BCL10,1.71E-03
PCBP4,1.71E-03
CYSLTR2,1.71E-03
RAC2,1.71E-03
DLX5,1.71E-03
ISG15,1.71E-03
XBP1,1.71E-03
ARHGAP15 /// LOC101928361,1.71E-03
DBNDD2 /// SYS1 /// SYS1-DBNDD2,1.71E-03
OSBPL11,1.71E-03
SRCAP,1.71E-03
TACC3,1.70E-03
FKBP3,1.70E-03
FZD2,1.70E-03
HPS6,1.70E-03
AP1G1,1.70E-03
ABHD2,1.70E-03
INO80B,1.70E-03
APLP2,1.70E-03
BCAS3,1.70E-03
CTDSPL,1.70E-03
RNF39,1.70E-03
SLC25A37,1.70E-03
CERS4,1.70E-03
JMJD1C,1.70E-03
CYBA,1.69E-03
PDCD6IP,1.69E-03
NPC2,1.69E-03
GLMN,1.69E-03
STAG3L4,1.69E-03
TCIRG1,1.69E-03
STAU2,1.69E-03
PLEC,1.69E-03
ECH1,1.69E-03
PRIM2,1.69E-03
SCLY,1.69E-03
ADAMTS2,1.69E-03
ADRA2C,1.69E-03
CNTNAP3P2,1.69E-03
APBA3,1.69E-03
LTBP3,1.69E-03
GSTM5,1.69E-03
BOLA2 /// BOLA2B,1.68E-03
DYNC1I2,1.68E-03
YWHAE,1.68E-03
TMEM246,1.68E-03
CLEC5A,1.68E-03
CEMP1,1.68E-03
KRT75,1.68E-03
SLC27A2,1.68E-03
ACKR3,1.68E-03
BAHD1,1.68E-03
SUCLA2,1.68E-03
PTPN13,1.68E-03
AREL1,1.68E-03
FBL,1.68E-03
KDM5B,1.68E-03
ARHGAP25,1.68E-03
TUG1,1.68E-03
NF1,1.67E-03
B3GNT4,1.67E-03
KRT37,1.67E-03
EAPP,1.67E-03
OR2B6,1.67E-03
JARID2,1.67E-03
HMCES,1.67E-03
RFWD3,1.67E-03
HSPB2,1.67E-03
CXCR6,1.67E-03
ARL4A,1.67E-03
TMEM214,1.67E-03
ZCWPW1,1.67E-03
F12,1.67E-03
HFE,1.67E-03
NFRKB,1.67E-03
C5AR2,1.67E-03
RBBP7,1.66E-03
CHCHD2,1.66E-03
CTDSP2,1.66E-03
AP4M1,1.66E-03
CBX6,1.66E-03
NFKBIA,1.66E-03
HAAO,1.66E-03
PCYT1B,1.66E-03
ATP11A,1.66E-03
NKX6-1,1.66E-03
ZFHX2,1.66E-03
EPHB2,1.66E-03
SNORA5B /// TBRG4,1.66E-03
SETD3,1.66E-03
PCDHGA3,1.66E-03
LINC00472,1.66E-03
RBFOX2,1.66E-03
TRBC1,1.66E-03
CRELD2,1.66E-03
PKP3,1.66E-03
PSEN2,1.66E-03
IFNAR1,1.66E-03
RNASEL,1.66E-03
C2orf27A,1.66E-03
PDLIM1,1.66E-03
RBL1,1.66E-03
NDUFAF3,1.66E-03
EIF2B3,1.66E-03
RABEP2,1.66E-03
MAP3K13,1.66E-03
SLC4A2,1.65E-03
GLIPR1,1.65E-03
PSMA3,1.65E-03
HLX,1.65E-03
NDP,1.65E-03
XPNPEP2,1.65E-03
ARHGAP26,1.65E-03
TMSB15A /// TMSB15B,1.65E-03
SCUBE2,1.65E-03
GPR157,1.65E-03
ASPHD1,1.65E-03
RGS2,1.65E-03
ZNF354A,1.65E-03
IGF1,1.65E-03
PBRM1,1.65E-03
DUSP2,1.65E-03
MAPKBP1,1.65E-03
CDIPT,1.65E-03
WFDC1,1.65E-03
EMC6,1.65E-03
CXCL12,1.65E-03
MSH6,1.65E-03
SPINK5,1.65E-03
ACE2,1.65E-03
COIL,1.65E-03
VPS4A,1.65E-03
SLC4A1AP,1.65E-03
NIP7,1.65E-03
C5orf15,1.65E-03
HLA-DMA,1.64E-03
SLC7A5,1.64E-03
GPX7,1.64E-03
UTP6,1.64E-03
TFF3,1.64E-03
PELI1,1.64E-03
GRAP2,1.64E-03
WASF3,1.64E-03
HMGN2,1.64E-03
STK38,1.64E-03
ACSF2,1.64E-03
CXCL9,1.64E-03
FASTKD3,1.64E-03
ELAC1,1.64E-03
MMADHC,1.64E-03
PLEK2,1.64E-03
PTGFR,1.64E-03
TNFSF4,1.64E-03
PLIN2,1.64E-03
CWF19L1,1.64E-03
AGT,1.64E-03
SMARCA4,1.64E-03
SLC35A3,1.64E-03
KAT6A,1.64E-03
RNASE6,1.64E-03
UBE2D4,1.64E-03
GFAP,1.64E-03
HSPA13,1.64E-03
GABARAP,1.64E-03
UBE2M,1.63E-03
SLC38A2,1.63E-03
RUSC2,1.63E-03
SNX7,1.63E-03
RCHY1,1.63E-03
NMU,1.63E-03
ACOT11,1.63E-03
BMP4,1.63E-03
CCIN,1.63E-03
POMZP3,1.63E-03
ARMCX2,1.63E-03
OPRL1,1.63E-03
HIVEP3,1.63E-03
HAX1,1.63E-03
TTC22,1.63E-03
AQP5,1.63E-03
KL,1.63E-03
ZNF180,1.63E-03
C14orf93,1.63E-03
SLC39A1,1.63E-03
XIAP,1.63E-03
NXPE3,1.63E-03
SOCS6,1.63E-03
EDRF1,1.63E-03
EIF3D,1.63E-03
CUL2,1.63E-03
METTL3,1.62E-03
PGRMC1,1.62E-03
FUCA1,1.62E-03
LRRC14,1.62E-03
SLC22A4,1.62E-03
C16orf95,1.62E-03
MCRS1,1.62E-03
BUD31,1.62E-03
ROR1,1.62E-03
TBXA2R,1.62E-03
RFNG,1.62E-03
UCHL5,1.62E-03
WISP2,1.62E-03
PLS1,1.62E-03
AHCYL1,1.62E-03
ARHGEF15,1.62E-03
LRRFIP2,1.62E-03
TMEM147,1.62E-03
CERS6,1.62E-03
HOXD1,1.62E-03
NOD2,1.62E-03
TMEM63A,1.61E-03
MUC6,1.61E-03
PORCN,1.61E-03
RPS4XP2 /// RPS4XP2,1.61E-03
YIPF4,1.61E-03
KDELR2,1.61E-03
RAF1,1.61E-03
PEX13,1.61E-03
TMCO1,1.61E-03
RNF43,1.61E-03
C16orf58,1.61E-03
FAM155A,1.61E-03
COLEC12,1.61E-03
SNRNP70,1.61E-03
TPX2,1.61E-03
ZNF665,1.61E-03
VPS28,1.61E-03
STON1,1.61E-03
CSRNP2,1.61E-03
FKBP4,1.61E-03
STAM,1.61E-03
USP2,1.61E-03
LGALS3BP,1.61E-03
GGT1 /// GGT2 /// GGTLC1 /// GGTLC2,1.61E-03
SERINC2,1.61E-03
TAF7,1.61E-03
ZNF586,1.61E-03
LYL1,1.61E-03
UBE2J1,1.61E-03
R3HDM1,1.61E-03
MTIF2,1.61E-03
GNB2,1.61E-03
ANGPT2,1.61E-03
ZFYVE21,1.61E-03
TRPV6,1.61E-03
ATP2B4,1.61E-03
CAPN15,1.61E-03
TNFRSF4,1.61E-03
FAM3A,1.61E-03
CUEDC1,1.61E-03
TTC23,1.61E-03
RPL27,1.61E-03
ACADM,1.61E-03
NOTCH3,1.61E-03
ZSCAN18,1.60E-03
EPB41L5,1.60E-03
RGS5,1.60E-03
H1F0,1.60E-03
MAP2K6,1.60E-03
HSD17B10,1.60E-03
PCCB,1.60E-03
DPAGT1,1.60E-03
PREB,1.60E-03
PCGF1,1.60E-03
AP4E1,1.60E-03
QPRT,1.60E-03
PRRC1,1.60E-03
TRIM16,1.60E-03
SNX15,1.60E-03
HOMER2,1.60E-03
RAB36,1.60E-03
FNDC4,1.60E-03
C14orf132,1.60E-03
GNG10,1.60E-03
PTK2B,1.60E-03
TFF1,1.60E-03
TBL1X,1.60E-03
LINC01140,1.60E-03
UBTD1,1.60E-03
PAX4,1.60E-03
XPOT,1.60E-03
PJA1,1.60E-03
EFNB3,1.60E-03
APOL3,1.60E-03
ZNF587,1.60E-03
MAPK14,1.60E-03
PICK1,1.60E-03
NEK11,1.60E-03
NUTF2 /// NUTF2P4,1.60E-03
FAM136A /// LOC100287852,1.60E-03
TSSK2,1.60E-03
DHRS4 /// DHRS4L2,1.59E-03
HNRNPD,1.59E-03
PTPN2,1.59E-03
MYLIP,1.59E-03
DIAPH2-AS1,1.59E-03
RPL14,1.59E-03
FUBP3,1.59E-03
NIPAL2,1.59E-03
LSM6,1.59E-03
SLC35C1,1.59E-03
TRAM1,1.59E-03
GAL3ST4,1.59E-03
ATP1B2,1.59E-03
BLMH,1.59E-03
ATP6AP2,1.59E-03
GMPR2,1.59E-03
PRPH2,1.59E-03
GPD1,1.59E-03
FBXL15,1.59E-03
TRPA1,1.59E-03
MEPCE,1.59E-03
ADH1A,1.59E-03
SLC8A1,1.59E-03
KCNJ12 /// KCNJ18 /// LOC100996843,1.59E-03
NEDD4L,1.59E-03
ERCC6,1.59E-03
ERCC5,1.59E-03
CIDEC,1.59E-03
AP1B1,1.59E-03
PPFIBP1,1.59E-03
CXCL14,1.59E-03
CYTIP,1.58E-03
DLX6,1.58E-03
RPS6KA6,1.58E-03
HMGB3,1.58E-03
CACNA2D3,1.58E-03
ISOC1,1.58E-03
SSB,1.58E-03
GJC2,1.58E-03
MIF,1.58E-03
NBR2,1.58E-03
DNM1L,1.58E-03
ARFGAP2,1.58E-03
LSM14A,1.58E-03
SUMO3,1.58E-03
TRPC3,1.58E-03
SARS,1.58E-03
CHFR,1.58E-03
RFX7,1.58E-03
RPN2,1.58E-03
GTF2F2,1.58E-03
RAD21,1.58E-03
SLCO2B1,1.58E-03
SOD3,1.58E-03
MPHOSPH8,1.58E-03
APOBEC3F,1.58E-03
MAP3K2,1.58E-03
SLC15A2,1.58E-03
DGAT1,1.58E-03
AVPR2,1.58E-03
KDM3B,1.58E-03
PLA2R1,1.58E-03
FCER2,1.58E-03
TMEM30A,1.58E-03
BRINP3,1.58E-03
PDE11A,1.58E-03
THAP4,1.57E-03
ZNF225,1.57E-03
PPIE,1.57E-03
RTCA,1.57E-03
HPR,1.57E-03
CD248,1.57E-03
YWHAH,1.57E-03
EIF2S1,1.57E-03
DSC2,1.57E-03
FGF13,1.57E-03
TAF7L,1.57E-03
AP3S1,1.57E-03
ZMYM2,1.57E-03
UGT2B15,1.57E-03
PCSK7,1.57E-03
PUM1,1.57E-03
FAM198B,1.57E-03
DNAJA1,1.57E-03
DHRS11,1.57E-03
PRR11,1.57E-03
BAK1,1.57E-03
UBB,1.57E-03
KLC1,1.57E-03
SEC22A,1.57E-03
DAPK2,1.57E-03
GPR107,1.57E-03
PMF1,1.57E-03
