787,1,,,,,,,,,,,,,,,,
0.07,0.06,0.09,-0.06,0.35,-0.18,0.23,0.04,0.35,-0.13,-0.3,-0.18,-0.13,-0.17,0.45,-0.2,-0.27,-0.27
0.01,-0.25,0.12,-0.25,0.03,-0.44,0.29,0.37,0.29,-0.1,0.19,-0.3,-0.15,-0.16,0.26,-0.05,0.28,-0.15
-0.58,-0.4,0.13,0.58,-0.09,0.02,-0.45,-0.34,0.1,0.12,0.79,0.44,0.2,0.02,-0.27,0.2,-0.36,-0.12
-0.19,-0.19,-0.49,-0.77,-0.31,-0.61,-0.03,0.48,0.93,0.53,0.11,0.17,-0.51,-0.4,0.08,-0.12,0.56,0.74
-1.14,-0.31,0.57,1.08,1.17,0.57,0.31,-0.74,-0.68,-0.1,-0.38,0.75,0.73,0.09,-0.27,-0.22,-0.62,-0.8
-0.63,-0.19,0.91,0.75,0.49,0.08,-0.29,-0.33,-0.46,-0.33,0.41,0.6,0.34,-0.14,-0.24,-0.14,-0.44,-0.37
0.32,0.35,0.8,0.8,-0.45,-0.84,-0.77,-0.62,0.24,0.72,0.95,0.52,-0.06,-0.45,-0.71,-0.48,-0.16,0.61
-0.59,-0.65,0.66,-0.65,-1.12,-1.21,-0.85,0.39,1.04,0.91,0.93,0.48,-0.16,0.02,-0.62,0.24,0.41,0.75
-0.99,-1.19,-1.33,-1.59,-0.74,0.05,1.01,0.83,1.22,0.7,0.16,-0.21,-0.53,-0.21,0.32,0.7,1.11,0.7
-0.31,1.32,0.18,0.01,-0.82,-1.01,-0.53,-0.5,0.35,0.7,0.56,0.66,0.07,-0.47,-0.65,-0.04,0.01,0.5
-1.53,-0.12,0.55,0.55,-0.58,-0.22,0.16,-0.09,-0.16,1.02,0.88,0.46,0.1,-0.39,-0.37,-0.24,0.07,0.47
-0.5,-0.42,0.66,1.05,0.68,0.06,0.01,-0.72,-0.72,-0.28,0.23,0.85,0.72,-0.08,-0.13,-0.48,-0.44,-0.48
-0.4,-0.36,-0.6,-0.5,-0.57,0.06,0.26,0.44,0.65,0.78,0.11,0.13,-0.17,-0.45,-0.21,0.14,0.26,0.41
2.04,0.88,-0.03,-0.6,-0.36,-0.68,-0.53,-1.26,-1.3,0.62,1.38,0.93,0.37,-0.4,-0.28,-0.46,-0.49,0.16
-1.2,0.56,-0.71,-2.24,-1.68,-0.57,0.72,0.74,1.63,0.1,0.51,0.46,-0.71,0.86,-0.2,0.05,1.46,0.21
0.02,0.1,-0.17,-0.15,0.06,0.22,0.27,0.35,0.03,-0.06,-0.45,-0.27,-0.15,-0.22,-0.03,-0.01,0.46,0
2.17,-0.1,-0.84,-0.7,-0.04,0.29,0.26,-0.08,-0.04,-0.07,-0.66,-0.52,-0.17,0.12,0.17,0.08,0.26,-0.14
-0.37,-0.79,0.48,0.44,0.34,0.39,0.06,0.02,0.01,-0.46,0.05,0.1,0.22,-0.18,0.13,-0.21,-0.24,0.01
-0.45,-0.37,0.4,0.16,0.31,0.14,0.34,-0.17,-0.29,-0.31,-0.12,0.14,0.12,0.16,0.16,0.16,0.08,-0.31
-1.92,-2.32,-0.87,-0.32,0.44,0.19,1.13,0.64,0.79,-0.01,-0.09,-0.25,0.44,0.23,0.72,0.37,0.88,-0.04
-1.88,-0.95,-1.22,-1.1,-0.91,-0.06,0.5,1.2,1.11,0.22,0.47,-0.02,-0.12,-0.12,0.42,0.98,0.7,0.78
-2.36,-2.36,-1.96,-2.29,-1.36,0.4,1.09,1.54,1.5,0.92,0.05,-0.23,-0.42,-0.29,0.12,0.73,1.35,1.2
0.05,0.01,-0.27,0.23,0.36,0.38,0.36,-0.03,-0.11,-0.09,-0.42,-0.08,-0.14,0.22,0.17,0.11,-0.79,0.04
-0.98,-0.38,0.92,0.97,0.26,-0.09,-0.18,-0.4,-0.35,-0.33,0.7,0.61,0.31,-0.23,0.1,-0.2,-0.21,-0.5
-1.79,-1.79,2.13,1.75,0.23,0.15,-0.66,-0.77,-0.73,-0.15,1.14,1.41,0.46,-0.21,-0.77,-0.56,-1.04,-0.58
-1.56,-0.93,1.29,1.29,0.94,0.48,0.07,-0.54,-1.11,-0.77,0.66,1.14,0.99,0.3,0.35,-0.02,-0.41,-0.88
-1.41,-0.69,1.39,1.98,0.74,0.21,-0.36,-1.32,-1.5,-1.07,0.35,1.57,1.1,0.56,0.18,-0.32,-0.38,-1.04
1.04,0.19,0.47,-1.03,-0.63,-0.68,0.1,-0.02,0.53,0.68,0.51,-0.2,-0.34,-0.59,-0.31,-0.25,0.11,0.44
0.09,0.09,0.06,-0.22,-0.05,-0.11,0.22,0,-0.01,-0.18,0,-0.18,0.15,-0.22,0.19,-0.22,0.11,0.4
1.65,0.64,1.06,0.07,0.29,0,-0.22,-0.24,-0.11,-0.23,-0.44,-0.08,-0.34,-0.31,-0.44,-0.68,-0.35,-0.29
-0.4,-0.4,-0.03,0.56,-0.01,0.17,-0.15,-0.08,-0.11,0.19,0.05,0.73,0.26,-0.38,-0.56,0.14,-0.35,-0.04
-1.13,-0.95,1.14,1.03,1.07,1.07,-0.02,-0.88,-1.17,-0.41,-0.02,0.88,1.09,0.69,0.03,-0.09,-0.53,-0.73
-0.96,-0.52,0.38,0.65,0.32,0.19,0.05,-0.13,-0.31,-0.44,0.34,0.57,0.38,0.05,0.29,0.25,-0.75,-0.35
-0.39,-0.6,0.8,1.28,0.67,0.04,-0.29,-0.62,-0.6,-0.67,0.29,0.73,0.6,-0.12,-0.01,-0.29,-0.25,-0.55
1.18,0.92,0.5,-0.17,-1.17,-1.43,-1.58,-2.17,-2.17,-1.75,0.06,1.4,1.88,1.31,1.52,0.95,0.57,0.16
-0.26,-0.59,0.09,0.04,0.61,0.21,0.46,-0.17,-0.17,-0.33,0.05,0.06,0.15,-0.07,0.3,0.02,0.02,-0.58
-1.1,0.26,0.24,-0.26,0.03,0.7,1.6,0.72,-0.15,1.41,-2.07,-2.13,-0.78,-0.45,0.82,0.5,0.89,-0.23
-0.12,-0.59,-0.32,-0.43,0.18,-0.41,0.6,-0.03,0.16,-0.36,-0.43,-0.66,0.27,-0.1,0.96,0.18,0.92,0.18
-0.03,-0.39,-0.1,-0.18,0.03,0.29,0.68,0.1,0.44,0.1,0.2,-0.36,0.36,-0.42,-0.33,-0.15,-0.13,-0.1
-0.44,-0.22,-0.18,0.2,0.42,0.39,0.44,-0.05,-0.18,-0.08,-0.08,-0.2,0.26,-0.22,0.17,-0.24,0.5,-0.49
-0.58,-0.1,-0.45,-0.05,0.04,0.41,0.14,0.14,0.04,0.22,-0.29,-0.2,0.14,0.18,0.08,0.35,0.01,-0.08
0.17,0.02,-0.03,-0.67,-0.85,-0.55,-0.55,0.52,1.04,0.32,0.84,0.17,-0.25,-0.4,-0.12,0.15,0.18,0.18
-0.03,-0.26,-0.2,-0.44,-0.18,-0.07,0.44,0.04,0.33,0.05,-0.09,-0.28,-0.03,-0.28,0.18,-0.07,0.23,0.67
0.3,0.33,0.48,0.15,0.22,-0.2,0.3,-0.49,0.04,0.04,0.05,0.05,0.07,-0.34,0,-0.47,-0.14,-0.4
0.38,0.05,0.29,0.3,0.2,0.06,0.29,-0.01,-0.02,-0.5,-0.21,-0.19,-0.05,-0.24,0.05,0.09,-0.19,-0.33
-0.3,-0.34,0.46,0.59,0.13,-0.1,-0.13,-0.28,-0.2,-0.27,0.33,0.42,0.25,-0.12,-0.04,0.05,-0.2,-0.25
-1.12,0.21,1.03,0.52,0.42,-0.32,-0.02,0.27,0.33,0.03,0.03,-0.4,-0.34,-0.44,0.06,-0.25,0.2,-0.22
-0.27,-0.08,-0.03,0.37,0.26,0.14,-0.03,0.08,-0.27,-0.09,-0.06,0.24,0.32,-0.2,-0.09,-0.23,0.26,-0.31
-0.41,-0.57,1.15,0.69,0.61,0,-0.22,-0.5,-0.43,-0.33,0.22,0.64,0.42,-0.09,-0.03,-0.5,-0.08,-0.57
-0.89,-0.18,0.68,1.05,0.18,0.13,-0.4,-0.02,0.17,-0.5,0.02,0.45,0.3,-0.29,-0.02,0.19,-0.62,-0.24
-0.17,-0.17,0.47,0.12,0.35,0.23,-0.02,0,0.12,-0.45,-0.45,0.06,0.12,-0.16,-0.24,0.2,-0.47,-0.47
0.13,-1.04,-0.86,-0.24,-0.06,0.1,0.32,0.34,0.3,0.24,-0.04,0.13,0.23,-0.04,-0.03,0.14,-0.01,0.4
-0.18,-0.36,-0.19,-0.18,-0.07,0.13,0.47,0.24,0.33,-0.24,0.31,-0.07,-0.23,-0.18,0.32,0.41,-0.36,-0.15
0.23,-0.17,0.19,-0.07,0.11,0.1,0.17,0.32,-0.05,-0.18,-0.15,-0.22,-0.04,-0.13,-0.31,0.04,0.11,0.05
-0.6,-0.53,0.38,0.37,0.34,0.2,0.35,-0.09,-0.21,-0.29,-0.13,0.02,0.26,-0.09,0.27,0.02,0.13,-0.38
-0.5,0.22,0.48,0.67,-0.04,-0.14,-0.31,-0.25,-0.1,-0.27,0.21,0.5,0.14,-0.06,0.02,-0.07,-0.27,-0.22
-1.46,-1.46,-1.14,-1.14,-1.29,-1.66,-1.88,-1.46,-2.14,1.6,2.71,2.71,1.93,1.93,0.82,0.71,-0.38,0.93
-0.02,-0.68,-0.17,-0.21,0.38,0.38,0.32,-0.14,-0.04,-0.06,0.35,-0.28,-0.12,-0.12,0.19,0.29,0.16,-0.24
-1.42,-1.01,0.25,-0.3,0.2,-0.48,0.26,-0.37,0.09,0.12,0.64,0.52,0.91,0.07,0.39,-0.23,0.33,0.03
-0.74,-0.26,-0.06,0.34,0.26,0.52,0.37,0.03,-0.15,0.01,-0.17,-0.09,0.26,0.03,0.12,-0.13,-0.15,-0.18
-0.21,0.24,-0.1,0.31,0.11,0.16,-0.04,-0.43,-0.17,0.21,0.14,0.05,0.45,0.05,-0.02,-0.1,-0.35,-0.3
-0.16,-0.36,-0.23,-0.15,-0.25,0.11,0.44,0.35,0.43,-0.13,0.17,-0.25,0.08,-0.32,0.22,-0.07,0.23,-0.13
-0.96,-1.35,-0.87,-0.56,0.39,0.29,1.1,0.22,0.51,0.11,0.06,-0.13,0.24,-0.08,0.52,0.15,0.53,-0.16
0.26,-0.48,-0.65,-0.3,-0.11,0.14,0.43,0.14,0.23,0.06,0.26,-0.13,0.11,-0.26,0.27,0.08,-0.06,0.01
-0.24,0.1,0.72,0.89,0.45,0.22,0.07,-0.53,-0.61,-0.24,-0.06,0.26,0.4,-0.08,-0.14,-0.55,-0.13,-0.51
-0.45,-0.15,0.53,0.81,0.48,0.3,0.25,-0.23,-0.67,-0.51,-0.23,0.17,0.52,0.13,0.19,-0.32,-0.04,-0.79
-0.39,-0.27,-0.07,0.45,0.25,0.29,0.51,-0.15,0,-0.19,-0.17,-0.17,0.34,-0.23,0.36,-0.1,-0.19,-0.27
0.22,0.22,0.12,-0.11,0.12,0.05,0.11,0.12,0.05,0.22,-0.19,-0.38,0.2,-0.19,-0.14,-0.13,-0.03,-0.01
-0.12,-0.28,0.21,0.29,0.31,-0.07,0.15,0.07,-0.3,-0.21,-0.04,0.16,0.09,-0.4,0.15,0.01,0.1,-0.13
-0.05,-1.09,-0.97,-0.62,0.35,0.42,0.95,-0.36,-0.8,-0.62,0.53,0.57,0.85,0.37,0.69,0.29,0,-0.51
-0.05,-0.35,0.04,-0.2,0.29,0.11,0.54,-0.12,0.03,-0.2,-0.18,-0.46,0,0,0.44,0.21,0.11,-0.2
0.01,0.2,0.55,0.76,0.1,-0.15,-0.11,-0.31,-0.31,-0.33,-0.13,0.19,0.2,-0.27,0,-0.09,-0.13,-0.19
-0.08,-0.65,-0.21,-0.59,-0.38,-0.74,-0.23,-0.65,-0.06,0.53,0.98,1.05,0.62,0.14,0.01,-0.01,0.14,0.12
0.53,-0.33,-0.66,-1.04,-0.8,-0.56,-0.2,-0.18,0,0.27,0.54,0.61,0.6,0.32,0.37,-0.06,0.34,0.25
2.12,0.13,-0.85,-1.41,-0.66,-0.97,-0.66,-0.73,-0.25,0.85,1.17,0.53,0.09,0.01,-0.27,-0.03,0.23,0.7
0.68,-0.02,0.13,-0.29,-0.29,-0.54,-0.41,-0.71,-0.47,-0.35,0.09,0.53,0.48,0.41,0.51,0.51,-0.19,-0.09
-0.42,-1.39,-1.19,-1.07,-0.5,-0.41,0.22,-0.07,0.46,0.41,0.72,0.46,0.32,-0.02,0.69,0.5,0.88,0.41
-0.79,-1.01,-0.6,-0.25,0.27,0.75,0.53,0.47,0.17,-0.3,-0.34,-0.5,-0.01,0.09,0.64,0.38,0.49,0.02
-0.51,-0.73,-0.46,-0.67,0.57,0.76,0.57,0.18,0.27,-0.23,0.44,-0.89,-0.34,-0.04,0.7,0.26,0.35,-0.24
-0.24,-0.43,-0.01,0.35,0.62,0.15,0.38,-0.59,-0.15,-0.79,-0.43,-0.1,-0.05,0.33,0.39,0.81,0.22,-0.43
-0.03,-0.25,-0.15,-0.02,0.35,0.02,0.23,0.13,-0.19,0.11,-0.87,0.21,0.08,0.11,0.39,-0.19,0.05,0.03
-0.93,-1.34,-1.37,-0.77,-0.29,0.15,0.37,0.4,0.65,0.71,0.49,0.39,0.14,0.04,0.22,0.44,0.25,0.44
-1.12,-0.85,-1.04,-0.44,-0.48,-0.11,-0.18,0.06,0.19,0.52,0.5,0.43,0.5,0.3,0.38,0.4,0.43,0.52
-0.36,-0.42,0.29,-0.14,-0.19,-0.52,0.04,0.04,0.37,0.24,0.13,0.22,0.04,-0.24,-0.22,-0.1,0.22,0.61
2.47,0.3,-0.43,-0.12,-0.55,-0.19,-0.51,-0.22,-1.06,-0.11,0.42,0.23,0.08,-0.12,-0.59,0.54,-0.22,0.08
-0.06,1.34,0.23,-0.2,-0.04,-0.07,0.17,0.17,0.02,-0.31,-0.83,-0.04,-0.12,-0.06,-0.06,0.06,0.21,-0.29
-1.12,-1.64,-0.41,-0.1,0.44,0.36,0.44,0.15,0.01,-0.64,0.01,0.23,0.54,0.8,0.9,0.88,-0.25,-0.6
0.3,-0.32,-0.12,-0.18,-0.03,0.12,-0.18,-0.3,-0.12,0.14,0.2,0.34,-0.41,-0.05,0.54,0.23,-0.34,0.18
-0.25,-0.31,0,-0.29,0.06,0.02,0.08,0.44,-0.02,-0.05,0.08,-0.37,-0.51,-0.08,0.49,0.31,0.48,-0.08
-0.21,0.38,0.47,0.15,-0.25,-0.2,0.08,0.09,0.28,0.06,-0.16,-0.32,-0.53,-0.58,0.06,-0.11,0.49,0.3
-0.36,-0.67,-0.48,0.05,0.41,0.23,0.61,0.17,0.05,-0.21,-0.21,-0.17,0.18,0.04,0.31,0.14,0.17,-0.25
-0.13,-0.33,-0.18,-0.04,-0.04,-0.08,0.13,-0.06,0.03,-0.15,0.23,-0.04,0.09,-0.3,0.32,-0.08,0.38,0.24
1.22,0.84,0.8,0.15,-0.16,-0.58,-0.28,-0.17,-0.1,0.08,-0.09,0.17,-0.28,-0.67,-0.58,-0.34,0.09,-0.12
-0.29,-0.27,0.03,0.13,0.34,0.27,0.48,0.19,-0.42,-0.35,-0.42,-0.07,0.3,-0.05,0.27,0.05,0.22,-0.42
0.6,-0.55,0.41,0.45,0.18,-0.66,-1.02,-0.98,-0.4,-0.23,1.59,0.67,0.72,-0.23,0.6,-0.09,-0.71,-0.34
-1.76,-0.34,0.18,1.07,0.37,0.32,-0.5,-0.25,-0.48,-0.25,0.79,0.97,0.53,0.13,0.07,0.14,-0.56,-0.41
-0.52,-0.52,-0.18,-0.08,-0.06,0.31,0.38,0.46,0.23,-0.16,-0.37,-0.41,0.04,-0.11,0.21,0.34,0.05,-0.13
-0.14,1.34,1.69,1.07,0.47,-0.35,-0.38,-0.96,-0.68,-0.27,-0.12,0.07,0.16,-0.72,-0.24,-0.31,-0.16,-0.46
-1.08,-0.99,-0.16,0.2,0.61,0.37,0.1,0.3,0.18,-0.49,0.11,0,0.35,0.27,0.46,0.42,-0.2,-0.44
0.99,0.75,0.05,-0.42,-1.01,-0.4,-1.01,-0.4,0.1,0.88,0.84,0.62,0.01,-0.63,-0.84,-0.28,0.1,0.65
1.22,1.22,1.81,1.38,0.68,-0.13,-0.23,-0.41,-0.44,-0.5,-0.41,-0.48,-0.28,-0.5,0.06,-0.42,-0.74,-0.58
0.05,0.95,0.62,0.22,-0.12,-0.12,-0.25,-0.25,-0.55,0.03,-0.19,0.16,0.02,-0.27,-0.1,-0.27,0.01,-0.16
0.36,0.26,-0.08,-0.12,-0.51,-0.43,-0.34,-0.12,0.35,0.41,0.24,0.03,0.22,-0.19,-0.1,-0.03,-0.14,0.19
-1.18,-0.2,0.57,0.69,0.21,0.1,-0.66,-0.44,-0.4,-0.57,0.21,0.81,0.69,0.41,0.13,0.31,-0.36,-0.34
-0.54,1.05,0.59,0.39,-0.66,-0.39,0.04,0.04,-0.11,-0.11,-0.24,-0.24,-0.24,-0.24,-0.24,0.34,-0.21,-0.21
-0.18,0.36,0.17,0.64,0.36,0.45,-0.02,-0.07,-0.47,-0.1,-0.47,-0.07,0.21,0,-0.07,-0.38,-0.09,-0.29
-2.36,-2.71,-1.46,-0.16,1.51,1.65,0.68,0.41,-0.31,-0.33,-0.74,-0.01,0.97,1.01,1.36,0.67,0.08,-0.26
-2.25,-1.97,-1.74,0.26,1.26,1.4,0.95,0.22,-0.15,-0.97,-0.74,-0.08,1.14,0.96,1.4,0.55,0.11,-0.33
-1.99,-1.87,-0.32,0.57,0.92,0.99,0.86,0.32,-0.17,-0.63,-0.76,0.04,0.46,0.59,0.42,0.46,0.3,-0.19
-1.81,-1.94,-1.33,0.01,1.51,0.91,0.69,0.11,-0.4,-0.78,-1.12,-0.09,0.96,1.32,1.24,0.57,0.35,-0.2
-1.71,-1.35,-1.46,0.11,0.94,1.36,0.73,-0.06,-0.25,-0.71,-0.93,0,0.9,1.12,1.07,0.29,0.24,-0.27
-0.66,-0.66,0.31,0.57,0.39,0.21,-0.02,-0.08,-0.27,-0.51,0.07,0.42,0.39,0.12,0.04,0,-0.47,-0.51
-0.16,-0.16,0.17,-0.28,-0.02,-0.55,-0.04,-0.04,0.4,-0.2,0.38,0.17,0.21,0.14,0.1,0.01,-0.43,0.1
-0.2,-0.94,-0.87,-0.87,-0.6,-0.5,0.45,0.71,1.28,0.73,0.27,-0.06,-0.42,-0.06,-0.5,0.28,0.61,0.7
-0.05,0.27,0.32,0.12,-0.03,-0.05,0.1,-0.12,0.32,0.01,-0.02,-0.27,-0.24,-0.24,0.07,0.1,-0.54,-0.54
-0.47,-0.18,-0.21,-0.1,-0.14,0.24,0.53,0.6,-0.09,-0.1,-0.44,-0.4,0.1,0.05,0.55,0.55,-0.27,-0.21
-1.17,-0.68,-0.68,0.03,0.33,0.5,0.13,0.1,-0.05,0.05,-0.21,0.32,0.15,0.08,0.38,0.68,0.01,0.03
-0.28,-0.43,-0.02,0.38,0.8,-0.02,0.17,-0.16,-0.58,-0.43,-0.22,0.53,0.69,0.08,0.05,-0.15,-0.11,-0.28
-0.08,-0.73,-0.32,-0.42,0.08,0.08,-0.05,0.59,-0.17,-0.2,-0.02,0.08,0.08,0.22,0.38,0.35,0.19,-0.06
-0.83,0.35,-0.25,0.26,0.14,0.3,-0.35,-0.12,-0.17,0.29,0.14,0.34,0.31,-0.16,0.16,0.11,-0.27,-0.25
0.69,0.72,0.88,0.32,-0.73,-1.55,-1.37,-1.25,0.03,0.76,1.48,1.09,0.73,-0.14,-0.33,-0.65,-0.79,0.11
-1.42,1.46,-0.89,-0.92,-0.53,-0.2,0.59,0.55,0.82,0.08,0.05,-0.3,-0.4,-0.6,0.08,0.55,0.66,0.4
-0.01,-0.01,0.24,-0.07,-0.45,-0.43,-0.56,-0.14,0.63,0.19,0.56,0.05,0.17,-0.14,-0.19,0.16,-0.14,0.13
-1.46,-2.3,-1.41,-0.27,1.4,1.18,1.11,0.08,-0.18,-0.82,-0.9,-0.46,0.98,1.15,1.47,0.58,0.18,-0.35
-1.61,-2.55,-1.09,-0.55,0.98,1.14,0.9,0.43,-0.41,-0.38,-1.18,-0.16,0.77,1.27,1.17,1.3,0.05,-0.09
-1.18,-1.18,-0.94,-0.61,0.12,0.9,0.75,0.38,0.04,-0.42,-0.52,-0.7,0.1,0,0.76,0.31,0.62,0.38
-1.51,-1.57,-1.35,0.04,1.3,1.15,0.94,-0.08,-0.13,-0.72,-0.75,-0.26,0.98,0.94,1.09,0.31,0.07,-0.43
-2.06,-1.98,-1.64,-0.21,1.21,0.69,0.85,0.43,-0.32,-0.77,-1.1,-0.02,0.88,1.3,1.29,1.29,0.16,0
0.18,0.22,-0.17,-0.17,0.05,-0.07,-0.19,-0.08,-0.1,-0.41,0.59,0.14,0.44,0.18,0.11,-0.07,-0.43,-0.23
0.11,0.43,0.78,-0.18,0.46,-0.8,-0.25,-0.26,-0.4,-0.19,0.93,0.38,0.27,0.03,0.03,-0.61,-0.35,-0.35
0.16,0.89,1.17,0.7,0.16,0.05,-0.23,-0.86,-0.59,-0.1,1.04,0.88,0.6,-0.25,-0.33,-1.23,-0.99,-1.04
0.15,0.58,0.39,-0.13,-0.05,-0.42,0.03,-0.73,-0.13,0.53,0.24,0.05,0.37,0.03,-0.13,-0.45,-0.23,-0.11
