"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.01715435215028e-08,91,1817,2.11210594746847,"Reg. of cell population proliferation "," http://amigo.geneontology.org/amigo/term/GO:0042127"," TAC1  PAX6  TFAP2B  LTF  IGF1  ELN  CDH3  ASPM  PTGS2  LRP2  IL12RB2  PGR  CEACAM6  CHRD  ESR1  CDC6  SOX10  DHRS2  FERMT1  SFRP1  CCNE1  COMP  EZH2  SFRP4  LHX2  OGN  GATA3  ODAM  AREG  ZBTB16  FOXM1  ST8SIA1  TTK  IGFBP2  CDC20  MYB  RARRES1  PTGFR  EDN3  CITED1  SIX1  ACE2  VAV3  VTCN1  IL6ST  TBX3  CGA  HTR2B  FGFBP1  THBS1  RBP4  BMPR1B  CXCL9  AGTR1  CCNA2  EGFR  ADRA2A  TFF1  S100B  AZGP1  PDPN  CAMK2N1  FABP7  IGF2  CX3CR1  AR  CXCL10  CXCL11  CXCL8  FABP6  CDK1  NUDT6  SHCBP1  BCL2  HPSE  LEP  SCUBE2  FOXG1  SOX11  MAB21L1  ADIPOQ  CLDN5  WT1  APOD  KRT6A  SERPINB5  MMP12  PRAME  DACH1  CCL14  GCNT2"
8.37161746251441e-07,77,1590,2.04231550904946,"Cell migration "," http://amigo.geneontology.org/amigo/term/GO:0016477"," TAC1  PAX6  IGF1  SPDL1  LAMA3  FOXC1  CAMK2B  ASPM  NAV3  PTGS2  ADD2  CXCL2  CEACAM6  CHRD  SEMA6A  MISP  SOX10  PTK6  FERMT1  SLC7A5  SFRP1  PLAT  MET  MEOX2  GATA3  CCL7  FOLR1  GRB14  EDN3  FLRT3  SIX1  VAV3  CGA  HTR2B  FGFBP1  MMP7  THBS1  CXCL9  S100A8  S100A7  RHOB  AGTR1  CXCL14  EGFR  ADRA2A  GPM6A  CXCL13  TMSB15A  TMSB15B  PDPN  WNT4  S100A9  S100P  CX3CR1  CXCL10  CXCL11  GP2  CXCL8  CDK1  EMX2  NRTN  BCL2  LEP  FOXG1  ADIPOQ  CCL13  CLDN5  KRT16  APOD  PTPRT  MMP1  S100A2  MMP12  DACH1  CCL14  CCL18  GCNT2"
4.91339371043951e-07,84,1769,2.00253763876169,"Response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009719"," TAC1  TFAP2B  IGF1  FOXC1  MAOB  PTGS2  LRP2  PGR  CHRD  SLC26A3  ESR1  CDC6  SOX10  FERMT1  AQP9  SFRP1  COMP  EZH2  SFRP4  SLC1A1  ASPN  SH3GL2  GATA3  AREG  FOLR1  SCGB2A2  STC2  GRB14  GALNT3  IGFBP2  ATP6V1B1  PTGFR  PCK1  SCGB2A1  FOSB  FLRT3  CITED1  SIX1  FOXA1  ASS1  CHRM3  GSTM3  CGA  HTR2B  FGFBP1  GGH  THBS1  CILP  BMPR1B  COL2A1  ACTA1  AGTR1  CCNA2  EGFR  ADRA2A  CXCL13  TIMP4  SLC34A2  TFF1  S100B  WNT4  ADCY1  IGF2  CX3CR1  AR  CXCL8  FOS  SHCBP1  SOSTDC1  KRT19  BCL2  LEP  LPL  SOX11  ADIPOQ  CLDN5  WT1  ESRRG  TAT  PEG10  FOXD1  CES1  MAPT  GCNT2"
1.18928557459615e-06,78,1646,1.99845331012856,"Biological adhesion "," http://amigo.geneontology.org/amigo/term/GO:0022610"," LTF  IGF1  LAMA3  CDH3  COL17A1  ADD2  CEACAM6  SIGLEC1  LAG3  CHRD  SEMA6A  FERMT1  OLFM4  MSLN  SFRP1  TJP3  COMP  AGR2  GATA3  ZBTB16  FOLR1  ROPN1B  IGFBP2  GBP1  MYB  PCK1  FLRT3  OMD  FOXA1  ACE2  ASS1  ADAMDEC1  CHL1  VAV3  VTCN1  IL6ST  DSC2  DSG3  TRIM29  THBS1  CLCA2  ANXA9  S100A8  RHOB  HAPLN1  EGFR  NLGN4X  DST  CXCL13  CLDN8  CLSTN2  AZGP1  PDPN  WNT4  S100A9  ICOS  SVEP1  MFAP4  IGF2  CX3CR1  CXCL8  BCL2  HPSE  LEP  ADIPOQ  MUC16  CLDN5  MUC1  COL14A1  APOD  PTPRT  MYBPC1  TENM3  HBB  MMP12  TTYH1  CNTNAP2  GCNT2"
5.4204261089962e-06,71,1505,1.98953270756866,"Cellular response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071495"," TAC1  TFAP2B  IGF1  FOXC1  PTGS2  LRP2  PGR  CHRD  SLC26A3  ESR1  CDC6  SOX10  FERMT1  AQP9  SFRP1  COMP  EZH2  SFRP4  SLC1A1  ASPN  SH3GL2  GATA3  FOLR1  SCGB2A2  GRB14  GALNT3  IGFBP2  ATP6V1B1  PTGFR  PCK1  SCGB2A1  FOSB  FLRT3  CITED1  SIX1  FOXA1  ASS1  CHRM3  CGA  HTR2B  FGFBP1  THBS1  CILP  BMPR1B  COL2A1  ACTA1  AGTR1  CCNA2  EGFR  ADRA2A  CXCL13  WNT4  ADCY1  IGF2  CX3CR1  AR  CXCL8  FOS  SHCBP1  SOSTDC1  LEP  LPL  SOX11  ADIPOQ  CLDN5  WT1  ESRRG  PEG10  FOXD1  MAPT  GCNT2"
3.44297026134047e-06,76,1639,1.95552725460993,"Cell adhesion "," http://amigo.geneontology.org/amigo/term/GO:0007155"," IGF1  LAMA3  CDH3  COL17A1  ADD2  CEACAM6  SIGLEC1  LAG3  CHRD  SEMA6A  FERMT1  OLFM4  MSLN  SFRP1  TJP3  COMP  AGR2  GATA3  ZBTB16  FOLR1  ROPN1B  IGFBP2  GBP1  MYB  PCK1  FLRT3  OMD  FOXA1  ASS1  ADAMDEC1  CHL1  VAV3  VTCN1  IL6ST  DSC2  DSG3  TRIM29  THBS1  CLCA2  ANXA9  S100A8  RHOB  HAPLN1  EGFR  NLGN4X  DST  CXCL13  CLDN8  CLSTN2  AZGP1  PDPN  WNT4  S100A9  ICOS  SVEP1  MFAP4  IGF2  CX3CR1  CXCL8  BCL2  HPSE  LEP  ADIPOQ  MUC16  CLDN5  MUC1  COL14A1  APOD  PTPRT  MYBPC1  TENM3  HBB  MMP12  TTYH1  CNTNAP2  GCNT2"
1.18928557459615e-06,84,1832,1.93367308022349,"Response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901700"," CYP26B1  TAC1  LTF  IGF1  MAOB  PTGS2  CACNG4  CXCL2  IL12RB2  HSD17B2  IRAK3  SLC26A3  ESR1  CDC6  SOX10  PTK6  AQP9  SFRP1  MET  EZH2  SLC1A1  GATA3  CCL7  AREG  FOLR1  STC2  GRB14  IGFBP2  ATP6V1B1  MYB  KIF18A  PTGFR  SLPI  PCK1  FOSB  CITED1  SIX1  FOXA1  ASS1  CHRM3  HTR2B  GGH  THBS1  RBP4  CXCL9  S100A8  S100A7  RHOB  AGTR1  CCNA2  EGFR  PSPH  SYBU  LCN2  ADRA2A  CXCL13  TIMP4  TFF1  CAMK2N1  BRINP3  EN1  S100A9  ADCY1  IGF2  CX3CR1  AR  CXCL10  CXCL11  CXCL8  CDK1  FOS  BCL2  LEP  LPL  GLDC  ADIPOQ  CLDN5  WT1  GJB3  APOD  HBB  CES1  MMP12  MAPT"
2.29452099761845e-06,81,1776,1.92340744128408,"Cell motility "," http://amigo.geneontology.org/amigo/term/GO:0048870"," TAC1  PAX6  IGF1  SPDL1  LAMA3  FOXC1  CAMK2B  ASPM  NAV3  PTGS2  ADD2  CXCL2  CEACAM6  CHRD  TF  SEMA6A  MISP  SOX10  PTK6  FERMT1  SLC7A5  SFRP1  PLAT  MET  MEOX2  GATA3  CCL7  FOLR1  ROPN1B  GRB14  EDN3  FLRT3  SIX1  LRRC6  VAV3  CGA  HTR2B  FGFBP1  MMP7  THBS1  CXCL9  S100A8  S100A7  RHOB  AGTR1  CXCL14  EGFR  ADRA2A  GPM6A  DST  CXCL13  TMSB15A  TMSB15B  PDPN  WNT4  S100A9  S100P  CX3CR1  CXCL10  CXCL11  GP2  CXCL8  CDK1  EMX2  NRTN  BCL2  LEP  FOXG1  ADIPOQ  CCL13  CLDN5  KRT16  APOD  PTPRT  MMP1  S100A2  MMP12  DACH1  CCL14  CCL18  GCNT2"
2.29452099761845e-06,81,1776,1.92340744128408,"Localization of cell "," http://amigo.geneontology.org/amigo/term/GO:0051674"," TAC1  PAX6  IGF1  SPDL1  LAMA3  FOXC1  CAMK2B  ASPM  NAV3  PTGS2  ADD2  CXCL2  CEACAM6  CHRD  TF  SEMA6A  MISP  SOX10  PTK6  FERMT1  SLC7A5  SFRP1  PLAT  MET  MEOX2  GATA3  CCL7  FOLR1  ROPN1B  GRB14  EDN3  FLRT3  SIX1  LRRC6  VAV3  CGA  HTR2B  FGFBP1  MMP7  THBS1  CXCL9  S100A8  S100A7  RHOB  AGTR1  CXCL14  EGFR  ADRA2A  GPM6A  DST  CXCL13  TMSB15A  TMSB15B  PDPN  WNT4  S100A9  S100P  CX3CR1  CXCL10  CXCL11  GP2  CXCL8  CDK1  EMX2  NRTN  BCL2  LEP  FOXG1  ADIPOQ  CCL13  CLDN5  KRT16  APOD  PTPRT  MMP1  S100A2  MMP12  DACH1  CCL14  CCL18  GCNT2"
5.84751903105293e-06,86,1982,1.82988600460917,"Locomotion "," http://amigo.geneontology.org/amigo/term/GO:0040011"," TAC1  PAX6  IGF1  SPDL1  LAMA3  FOXC1  CAMK2B  ASPM  NAV3  PTGS2  ADD2  CXCL2  CEACAM6  CHRD  TF  SEMA6A  MISP  SOX10  PTK6  FERMT1  SLC7A5  SFRP1  PLAT  MET  MEOX2  LHX2  GATA3  CCL7  FOLR1  ROPN1B  GRB14  EDN3  FLRT3  SIX1  LRRC6  CHL1  VAV3  CGA  HTR2B  FGFBP1  MMP7  THBS1  BMPR1B  CXCL9  S100A8  S100A7  RHOB  AGTR1  CXCL14  EGFR  ADRA2A  GPM6A  GFRA1  DST  CXCL13  TMSB15A  TMSB15B  PDPN  WNT4  S100A9  S100P  CX3CR1  CXCL10  CXCL11  GP2  CXCL8  CDK1  EMX2  NRTN  BCL2  LEP  FOXG1  ADIPOQ  CCL13  CLDN5  KRT16  APOD  PTPRT  MMP1  S100A2  FOXD1  MMP12  DACH1  CCL14  CCL18  GCNT2"
